TITLE,2010_Average,2011_Average,2012_Average,2013_Average,2014_Average,2015_Average,2016_Average,2017_Average,2018_Average,2019_Average,2020_Average,2021_Average,2022_Average,2023_Average,2024_Average
    Private Service Providing,187100.0,190050.0,193466.67,201591.67,208333.33,215191.67,223866.67,228208.33,234716.67,242675.0,229808.33,241333.33,254975.0,260341.67,235336.81
"        Trade, Transportation, and Utilities",55150.0,57341.67,58108.33,60641.67,61916.67,63400.0,66066.67,67016.67,68825.0,70016.67,69600.0,73458.33,76550.0,76350.0,68904.86
        Wholesale Trade,11308.33,12325.0,12625.0,13341.67,13475.0,13516.67,14033.33,14083.33,14391.67,14683.33,14441.67,14891.67,15991.67,16000.0,14606.25
        Retail Trade,33016.67,33583.33,33933.33,35325.0,36533.33,37583.33,38791.67,38850.0,39083.33,38691.67,36875.0,39108.33,39950.0,40333.33,37707.64
          Food and Beverage Retailers,6691.67,6841.67,6916.67,7383.33,7733.33,8008.33,8358.33,8191.67,8050.0,7883.33,7950.0,8158.33,8100.0,7941.67,7455.56
          General Merchandise Retailers,6800.0,6966.67,7283.33,7650.0,7875.0,8308.33,8391.67,8266.67,8650.0,8916.67,8608.33,9250.0,9350.0,9375.0,8339.58
"        Transportation, Warehousing, and Utilities",10825.0,11433.33,11550.0,11975.0,11908.33,12300.0,13241.67,14083.33,15350.0,16641.67,18283.33,19458.33,20608.33,20016.67,16590.97
          Transportation and Warehousing,8900.0,9441.67,9516.67,9875.0,9741.67,10075.0,10950.0,11766.67,13050.0,14350.0,15858.33,16883.33,17866.67,17250.0,14206.25
      Information,3566.67,3508.33,3791.67,3800.0,3858.33,3883.33,3750.0,3616.67,3566.67,3441.67,2950.0,2950.0,3241.67,2983.33,3085.42
      Financial Activities,13375.0,12975.0,12858.33,12908.33,12791.67,13116.67,13316.67,13758.33,14125.0,14258.33,13533.33,13083.33,12800.0,12541.67,12625.69
          Finance and Insurance,9291.67,8933.33,8816.67,8675.0,8400.0,8541.67,8741.67,8991.67,9158.33,9341.67,8758.33,8250.0,7775.0,7425.0,7868.06
          Insurance Carriers and Related Activities,4275.0,4141.67,4050.0,4183.33,4316.67,4566.67,4716.67,4891.67,5066.67,5366.67,4983.33,4550.0,4025.0,3708.33,3838.89
          Real Estate and Rental and Leasing,4083.33,4041.67,4041.67,4233.33,4391.67,4575.0,4575.0,4766.67,4966.67,4916.67,4775.0,4833.33,5025.0,5116.67,4757.64
      Professional and Business Services,26891.67,27158.33,27058.33,29250.0,31283.33,31841.67,32350.0,31083.33,32516.67,34633.33,32125.0,32183.33,33675.0,32841.67,30828.47
"        Professional, Scientific, and Technical Services",10425.0,10158.33,9808.33,10141.67,10466.67,10433.33,10600.0,10883.33,11158.33,11558.33,11275.0,11558.33,11908.33,11908.33,11116.67
        Management of Companies and Enterprises,2266.67,2258.33,2200.0,2375.0,2425.0,2325.0,2525.0,2525.0,2433.33,2408.33,2650.0,2775.0,2800.0,3008.33,2752.08
        Administrative and Support and Waste and Remediatio,14200.0,14741.67,15050.0,16733.33,18391.67,19083.33,19225.0,17675.0,18925.0,20666.67,18200.0,17850.0,18966.67,17925.0,16959.72
          Administrative and Support Services,13300.0,13691.67,13883.33,15500.0,17200.0,17900.0,17925.0,16316.67,17516.67,19333.33,16875.0,16491.67,17550.0,16433.33,15564.58
          Waste Management and Remediation Services,900.0,1050.0,1166.67,1233.33,1191.67,1183.33,1300.0,1358.33,1408.33,1333.33,1325.0,1358.33,1416.67,1491.67,1395.14
      Private Education and Health Services,51358.33,51833.33,53025.0,55100.0,56691.67,59991.67,63875.0,67208.33,69275.0,72500.0,71733.33,74808.33,78833.33,83416.67,72842.36
        Private Educational Services,4833.33,5158.33,5166.67,4600.0,4241.67,4000.0,3933.33,3858.33,3791.67,3941.67,3633.33,3908.33,4433.33,4891.67,4733.33
        Health Care and Social Assistance,46525.0,46675.0,47858.33,50500.0,52450.0,55991.67,59941.67,63350.0,65483.33,68558.33,68100.0,70900.0,74400.0,78525.0,68109.03
            Ambulatory Health Care Services,14108.33,14225.0,14591.67,15241.67,15500.0,16475.0,17416.67,18008.33,18450.0,19691.67,19450.0,21250.0,22341.67,23241.67,20222.22
            Hospitals,10291.67,10400.0,10850.0,11216.67,11916.67,12458.33,13366.67,13925.0,14158.33,14300.0,14150.0,14641.67,15283.33,16283.33,14339.58
            Nursing and Residential Care Facilities,6541.67,6983.33,7166.67,7250.0,7300.0,7516.67,7550.0,7600.0,8008.33,8141.67,8100.0,7708.33,7725.0,7658.33,7528.47
            Social Assistance,15583.33,15066.67,15250.0,16791.67,17733.33,19541.67,21608.33,23816.67,24866.67,26425.0,26400.0,27300.0,29050.0,31341.67,26018.75
      Leisure and Hospitality,26783.33,27108.33,28016.67,28975.0,30575.0,31425.0,32766.67,33766.67,34533.33,35708.33,28758.33,32850.0,36900.0,38025.0,34113.19
        Accommodation and Food Services,23833.33,24208.33,24833.33,25791.67,27166.67,27983.33,29333.33,30233.33,30875.0,32033.33,26533.33,29625.0,32600.0,33083.33,29702.78
          Food Services and Drinking Places,21666.67,21983.33,22725.0,23708.33,25125.0,25891.67,27066.67,27658.33,28291.67,29291.67,24583.33,27466.67,30216.67,30558.33,27542.36
      Other Services,9975.0,10125.0,10608.33,10916.67,11216.67,11533.33,11741.67,11758.33,11875.0,12116.67,11108.33,12000.0,12975.0,14183.33,12936.81
      Government,67066.67,65733.33,64091.67,64166.67,66258.33,68675.0,70958.33,72608.33,74533.33,75183.33,72483.33,70908.33,73583.33,76133.33,73176.39
        Federal Government,10691.67,10175.0,10191.67,9941.67,9791.67,9583.33,9825.0,9816.67,9958.33,10066.67,10841.67,10108.33,9591.67,9591.67,9815.97
        Total State and Local Government,56375.0,55558.33,53900.0,54225.0,56466.67,59091.67,61133.33,62791.67,64575.0,65116.67,61641.67,60800.0,63991.67,66541.67,63360.42
        State Government,10491.67,10675.0,10541.67,10608.33,11366.67,11866.67,12125.0,12375.0,12633.33,12783.33,12491.67,12091.67,12383.33,12566.67,11998.61
               State Government Educational Services,2958.33,3158.33,3141.67,3266.67,3441.67,3583.33,3733.33,3900.0,3966.67,3866.67,3600.0,3300.0,3566.67,3683.33,3513.89
          Local Government,45883.33,44883.33,43358.33,43616.67,45100.0,47225.0,49008.33,50416.67,51941.67,52333.33,49150.0,48708.33,51608.33,53975.0,51361.8
            Local Government Educational Services,29400.0,29250.0,28750.0,28741.67,29741.67,31350.0,32658.33,33983.33,35366.67,35541.67,32666.67,32558.33,34966.67,36725.0,34515.28
          Local Government excluding Educational Services,16483.33,15633.33,14608.33,14875.0,15358.33,15875.0,16350.0,16433.33,16575.0,16791.67,16483.33,16150.0,16641.67,17250.0,16846.53
            County Government,7466.67,7133.33,6575.0,6783.33,6883.33,7166.67,7533.33,7533.33,7700.0,7950.0,8125.0,7916.67,7808.33,7783.33,7620.14
            City Government,5383.33,5016.67,4791.67,4750.0,4958.33,5033.33,5308.33,5583.33,5750.0,5775.0,5625.0,5716.67,6000.0,6366.67,5958.33
            Special Districts plus Tribes,3633.33,3483.33,3241.67,3341.67,3516.67,3675.0,3508.33,3316.67,3125.0,3066.67,2733.33,2516.67,2833.33,3100.0,3268.06
