TITLE,2010_Average,2011_Average,2012_Average,2013_Average,2014_Average,2015_Average,2016_Average,2017_Average,2018_Average,2019_Average,2020_Average,2021_Average,2022_Average,2023_Average,2024_Average
        Health Care and Social Assistance,19275.0,19450.0,20150.0,21791.67,22450.0,23541.67,24841.67,25766.67,26366.67,26916.67,26091.67,25783.33,26616.67,27866.67,25484.72
      Leisure and Hospitality,13025.0,13150.0,13358.33,13741.67,14283.33,14750.0,15133.33,15216.67,15625.0,16125.0,12325.0,13575.0,15491.67,15991.67,14879.86
        Accommodation and Food Services,10775.0,10641.67,10783.33,11308.33,11641.67,12025.0,12350.0,12450.0,12883.33,13391.67,11008.33,11925.0,13258.33,13608.33,12370.83
          Food Services and Drinking Places,10050.0,9866.67,10008.33,10516.67,10825.0,11200.0,11533.33,11733.33,12141.67,12541.67,10408.33,11308.33,12508.33,12808.33,11630.56
Restaurants and Other Eating Places,9475.0,9408.33,9566.67,10058.33,10416.67,10766.67,11133.33,11341.67,11683.33,12058.33,10100.0,10975.0,12083.33,12433.33,11318.75
      Other Services,3583.33,3641.67,3883.33,3975.0,4000.0,4116.67,4141.67,4316.67,4450.0,4716.67,4041.67,4183.33,4666.67,4991.67,4598.61
      Government,24883.33,24283.33,24100.0,23966.67,24425.0,24775.0,25150.0,25033.33,24875.0,24758.33,23425.0,22941.67,23391.67,23875.0,24529.86
        Federal Government,4591.67,4225.0,3900.0,3750.0,3675.0,3716.67,3741.67,3683.33,3533.33,3575.0,3633.33,3641.67,3391.67,3300.0,3661.81
        Total State and Local Government,20291.67,20058.33,20200.0,20216.67,20750.0,21058.33,21408.33,21350.0,21341.67,21183.33,19791.67,19300.0,20000.0,20575.0,20868.06
          State Government,5041.67,5208.33,5300.0,5208.33,5175.0,5166.67,5258.33,5250.0,5325.0,5416.67,5358.33,5158.33,5158.33,5033.33,5152.78
            State Government Educational Services,341.67,325.0,341.67,425.0,433.33,433.33,475.0,466.67,491.67,491.67,466.67,375.0,400.0,416.67,372.22
            State Government Excluding Education,4700.0,4883.33,4958.33,4783.33,4741.67,4733.33,4783.33,4783.33,4833.33,4925.0,4891.67,4783.33,4758.33,4616.67,4780.56
          Local Government,15250.0,14850.0,14900.0,15008.33,15575.0,15891.67,16150.0,16100.0,16016.67,15766.67,14433.33,14141.67,14841.67,15541.67,15715.28
            Local Government Educational Services,8741.67,8691.67,8950.0,8966.67,9208.33,9500.0,9658.33,9558.33,9458.33,9258.33,8416.67,8075.0,8533.33,8941.67,9171.53
          Local Government excluding Educational Services,6508.33,6158.33,5950.0,6041.67,6366.67,6391.67,6491.67,6541.67,6558.33,6508.33,6016.67,6066.67,6308.33,6600.0,6543.75
               County Government,3208.33,3000.0,2933.33,2941.67,3083.33,3150.0,3258.33,3300.0,3283.33,3166.67,2916.67,3016.67,3175.0,3250.0,3205.56
               City Government,2708.33,2616.67,2516.67,2525.0,2633.33,2575.0,2550.0,2541.67,2566.67,2633.33,2491.67,2475.0,2533.33,2683.33,2675.0
               Special Districts plus Tribes,566.67,541.67,500.0,575.0,650.0,666.67,683.33,700.0,708.33,708.33,608.33,575.0,600.0,666.67,661.11
