TITLE,2010_Average,2011_Average,2012_Average,2013_Average,2014_Average,2015_Average,2016_Average,2017_Average,2018_Average,2019_Average,2020_Average,2021_Average,2022_Average,2023_Average,2024_Average
          Residential Building Construction,14925.0,14983.33,15616.67,17100.0,17675.0,18508.33,19250.0,19841.67,21083.33,22283.33,22333.33,22183.33,22791.67,23025.0,20308.33
          Nonresidential Building Construction,10158.33,10825.0,11341.67,10908.33,11083.33,12416.67,13583.33,14458.33,15466.67,16025.0,15466.67,15350.0,15225.0,14925.0,13334.72
        Heavy and Civil Engineering Construction,10441.67,10516.67,11008.33,12075.0,12283.33,11741.67,12125.0,13241.67,15125.0,15525.0,15683.33,16691.67,17600.0,17233.33,14635.42
        Specialty Trade Contractors,68166.67,67691.67,69675.0,74500.0,77450.0,83466.67,89100.0,91216.67,94650.0,96033.33,93075.0,94800.0,95725.0,95858.33,85048.61
"            Foundation, Structure, and Building Exterior Co",13400.0,13158.33,13258.33,13825.0,14708.33,16041.67,17525.0,18383.33,19708.33,19500.0,19358.33,19558.33,19766.67,19825.0,17079.17
          Building Equipment Contractors,29941.67,29816.67,31383.33,34041.67,34858.33,37483.33,40341.67,40783.33,41925.0,42983.33,42133.33,42683.33,43675.0,43891.67,38561.81
          Building Finishing Contractors,16725.0,16466.67,16616.67,17691.67,18383.33,19625.0,21158.33,21608.33,22583.33,23041.67,21616.67,22491.67,21908.33,21700.0,19723.61
           Other Specialty Trade Contractors,8100.0,8250.0,8416.67,8941.67,9500.0,10316.67,10075.0,10441.67,10433.33,10508.33,9966.67,10066.67,10375.0,10441.67,9684.03
      Manufacturing,380533.33,374758.33,375691.67,376958.33,372575.0,369525.0,362291.67,350758.33,343000.0,341208.33,315433.33,313133.33,321700.0,319216.67,340768.06
        Durable Goods,212233.33,209950.0,210575.0,210941.67,208966.67,208383.33,203675.0,201625.0,200166.67,201758.33,190291.67,186016.67,189508.33,190975.0,198122.22
          Primary Metal Manufacturing,7033.33,7141.67,7266.67,7116.67,6875.0,6566.67,6308.33,6125.0,5958.33,6000.0,5658.33,5516.67,5283.33,5008.33,5811.11
          Fabricated Metal Product Manufacturing,40325.0,41408.33,43191.67,43600.0,44108.33,44225.0,43183.33,43000.0,43350.0,43608.33,39750.0,36533.33,36791.67,37033.33,39319.44
          Machinery Manufacturing,15333.33,16000.0,16466.67,16191.67,15283.33,15033.33,14600.0,13850.0,13775.0,13875.0,12575.0,12183.33,12825.0,12775.0,13856.25
          Computer and Electronic Product Manufacturing,49608.33,47508.33,45041.67,43566.67,42091.67,40866.67,39891.67,39091.67,36766.67,36908.33,37441.67,37433.33,37991.67,37533.33,40334.72
"            Navigational, Measuring, Electromedical, and Co",27766.67,26016.67,23608.33,22250.0,21475.0,20983.33,20475.0,20733.33,20175.0,21508.33,22158.33,21800.0,21158.33,20408.33,21684.72
"          Electrical Equipment, Appliance, and Component Ma",9500.0,9333.33,9483.33,9358.33,9316.67,9391.67,9658.33,9691.67,9258.33,8616.67,7175.0,7075.0,7408.33,6941.67,7790.97
          Transportation Equipment Manufacturing,49600.0,48966.67,49241.67,49841.67,49325.0,49591.67,47650.0,47916.67,49233.33,51900.0,50750.0,49783.33,51008.33,54408.33,52831.25
            Aerospace Product and Parts Manufacturing,41358.33,41658.33,41475.0,42291.67,41566.67,41183.33,38675.0,38441.67,39800.0,42666.67,42900.0,41791.67,42525.0,45558.33,44504.17
          Furniture and Related Product Manufacturing,13083.33,13033.33,13266.67,13800.0,14266.67,14616.67,14566.67,13841.67,13250.0,12425.0,11108.33,11250.0,11058.33,10200.0,11345.83
            Household and Institutional Furniture and Kitch,8741.67,8683.33,8900.0,9216.67,9491.67,9833.33,9841.67,9258.33,8641.67,7650.0,6491.67,6700.0,6691.67,6108.33,7161.11
          Miscellaneous Manufacturing,18850.0,18191.67,18250.0,18925.0,19266.67,19375.0,19050.0,19041.67,19050.0,18966.67,17166.67,17575.0,18075.0,17900.0,17948.61
        Non-Durable Goods,168300.0,164808.33,165116.67,166016.67,163608.33,161141.67,158616.67,149133.33,142833.33,139450.0,125141.67,127116.67,132191.67,128241.67,142645.83
          Food Manufacturing,39550.0,39533.33,39500.0,38883.33,38850.0,39366.67,41133.33,40841.67,40258.33,40216.67,37583.33,38000.0,39883.33,39483.33,39534.72
            Dairy Product Manufacturing,4516.67,4650.0,4758.33,4850.0,4733.33,4725.0,4691.67,4700.0,4250.0,3783.33,3475.0,3316.67,3275.0,3291.67,3834.03
            Animal Slaughtering and Processing,5491.67,5275.0,4800.0,4641.67,4716.67,4750.0,4933.33,4708.33,4533.33,4600.0,4450.0,4500.0,4708.33,3650.0,4118.75
            Bakeries and Tortilla Manufacturing,15116.67,15475.0,15958.33,15575.0,15350.0,15591.67,16150.0,15850.0,15616.67,15325.0,13266.67,13383.33,14591.67,15533.33,15614.58
          Textile Mills,7250.0,6866.67,6766.67,6958.33,6500.0,6191.67,5458.33,4925.0,4483.33,4050.0,3583.33,3608.33,3691.67,3425.0,4786.81
          Apparel Manufacturing,47650.0,45816.67,45766.67,46483.33,44425.0,41633.33,37808.33,31583.33,28016.67,25491.67,19725.0,21125.0,22108.33,20133.33,30236.81
            Cut and Sew Apparel Manufacturing,45383.33,44066.67,44008.33,44691.67,42425.0,39216.67,35458.33,29250.0,25950.0,23575.0,18450.0,19633.33,20566.67,18650.0,28622.92
          Paper Manufacturing,7216.67,7316.67,7008.33,6833.33,6816.67,6891.67,6941.67,6766.67,6508.33,6458.33,6241.67,6200.0,6316.67,6316.67,6565.97
          Printing and Related Support Activities,16558.33,15641.67,14866.67,14641.67,14866.67,14516.67,14091.67,13525.0,12966.67,12375.0,10133.33,9708.33,9891.67,9675.0,11797.92
          Petroleum and Coal Products Manufacturing,5533.33,5525.0,5833.33,5916.67,5825.0,5625.0,5791.67,5691.67,5558.33,5533.33,5558.33,5391.67,5375.0,5416.67,5552.78
          Chemical Manufacturing,18900.0,19141.67,19883.33,20116.67,20458.33,21058.33,20966.67,19641.67,19408.33,19858.33,19358.33,19516.67,20316.67,19591.67,19433.33
            Pharmaceutical and Medicine Manufacturing,6575.0,6666.67,7183.33,7450.0,7816.67,8291.67,8375.0,7800.0,7716.67,8033.33,8075.0,8166.67,8475.0,8283.33,7724.31
          Plastics and Rubber Products Manufacturing,14425.0,14058.33,14133.33,14266.67,14183.33,14133.33,14291.67,13725.0,13283.33,12941.67,11466.67,11441.67,11866.67,11766.67,12630.56
    Service Providing,3439366.67,3467183.33,3552575.0,3622608.33,3699875.0,3789041.67,3897958.33,3958441.67,4025658.33,4069533.33,3704358.33,3841300.0,4058316.67,4071608.33,3871084.03
    Private Service Providing,2859808.33,2901716.67,2995758.33,3071375.0,3143708.33,3220550.0,3321300.0,3372333.33,3435025.0,3482650.0,3134133.33,3281058.33,3488291.67,3489266.67,3291563.89
"      Trade, Transportation, and Utilities",743650.0,753750.0,770591.67,785550.0,803258.33,820950.0,834041.67,843791.67,849308.33,848625.0,784633.33,813958.33,834458.33,826441.67,800550.0
        Wholesale Trade,201891.67,204025.0,209808.33,216591.67,220250.0,223175.0,222966.67,222675.0,224500.0,221916.67,201050.0,202600.0,204441.67,200441.67,203688.89
"          Merchant Wholesalers, Durable Goods",95641.67,97208.33,99591.67,101083.33,102891.67,103558.33,103516.67,103983.33,103650.0,102483.33,93966.67,94033.33,95725.0,94166.67,95943.06
            Motor Vehicle and Motor Vehicle Parts and Suppl,10525.0,10475.0,10875.0,11225.0,11966.67,12266.67,12516.67,12983.33,12833.33,12775.0,12025.0,11683.33,11666.67,11941.67,11530.56
            Professional and Commercial Equipment and Suppl,15433.33,15691.67,16225.0,16375.0,16258.33,15533.33,15525.0,15541.67,15816.67,15758.33,14633.33,14608.33,14425.0,13583.33,14398.61
            Household Appliances and Electrical and Electro,12166.67,12725.0,12916.67,13041.67,13000.0,13008.33,12775.0,12933.33,12766.67,12383.33,10950.0,10766.67,10825.0,10708.33,11462.5
"            Machinery, Equipment, and Supplies Merchant Who",13458.33,13383.33,13916.67,14841.67,15633.33,15683.33,15433.33,15141.67,15375.0,15466.67,14483.33,14141.67,14608.33,14616.67,14402.78
            Miscellaneous Durable Goods Merchant Wholesalers,19075.0,19633.33,20275.0,20100.0,20725.0,20591.67,20033.33,19808.33,19200.0,18483.33,16283.33,17200.0,18183.33,18033.33,18792.36
"          Merchant Wholesalers, Nondurable Goods",90683.33,92316.67,95416.67,99425.0,102650.0,106066.67,106941.67,107016.67,109358.33,108125.0,96933.33,98191.67,98075.0,95791.67,95482.64
"            Apparel, Piece Goods, and Notions Merchant Whol",21275.0,21783.33,22791.67,24666.67,26400.0,27325.0,27091.67,26675.0,26966.67,26366.67,21741.67,23258.33,24225.0,23366.67,22809.72
            Grocery and Related Product Merchant Wholesaler,33541.67,33866.67,34575.0,34725.0,35541.67,37258.33,38716.67,39441.67,40900.0,40600.0,37600.0,36950.0,36333.33,36033.33,35629.17
            Misc Nondurable Goods Merchant Wholesalers,15758.33,16050.0,16983.33,17725.0,17500.0,16491.67,15633.33,15333.33,14891.67,14466.67,12958.33,13350.0,13450.0,12958.33,14551.39
          Wholesale Trade Agents and Brokers,15566.67,14500.0,14800.0,16083.33,14708.33,13550.0,12508.33,11675.0,11491.67,11308.33,10150.0,10375.0,10641.67,10483.33,12263.19
        Retail Trade,386191.67,392991.67,401108.33,405625.0,413650.0,420066.67,422041.67,422783.33,420983.33,413591.67,375666.67,396116.67,406450.0,407233.33,402280.56
            Automobile Dealers,25650.0,25791.67,27091.67,28683.33,30091.67,31808.33,33191.67,33433.33,33375.0,32333.33,27300.0,28133.33,29633.33,30516.67,29250.69
Other Motor Vehicle Dealers,2333.33,2183.33,2116.67,1966.67,1800.0,1725.0,1775.0,1875.0,1975.0,2066.67,1891.67,2100.0,2308.33,2241.67,2125.0
"            Automotive Parts, Accessories, and Tire Retaile",10941.67,11241.67,11500.0,11900.0,12341.67,12433.33,12391.67,12325.0,12116.67,11600.0,10950.0,11266.67,11500.0,11225.0,11393.75
          Building Material and Garden Equipment and Suppli,22450.0,22883.33,23841.67,23725.0,24133.33,24375.0,24666.67,25125.0,25008.33,23808.33,25766.67,27066.67,26183.33,25291.67,24319.44
          Food and Beverage Retailers,87850.0,88558.33,90241.67,91466.67,93150.0,94741.67,94150.0,94233.33,93583.33,93308.33,93775.0,93558.33,94925.0,98108.33,95705.56
            Grocery and Convenience Retailers,73975.0,74475.0,75741.67,77125.0,79833.33,81958.33,82283.33,82141.67,81450.0,81000.0,82550.0,81483.33,82400.0,85758.33,82554.17
"          Furniture, Home Furnishings, Electronics, and App",29650.0,30658.33,30433.33,30458.33,31308.33,32508.33,33783.33,33100.0,31775.0,29591.67,26325.0,26450.0,26291.67,24850.0,26500.69
            Furniture and Home Furnishings Retailers,12966.67,13150.0,12941.67,13291.67,13908.33,14550.0,14983.33,14650.0,14150.0,13500.0,11491.67,12816.67,12733.33,12150.0,12288.2
            Electronics and Appliance Retailers,16683.33,17508.33,17491.67,17166.67,17400.0,17958.33,18800.0,18450.0,17625.0,16091.67,14833.33,13633.33,13558.33,12700.0,14212.5
          General Merchandise Retailers,64716.67,66808.33,68108.33,68025.0,69425.0,71741.67,72000.0,71758.33,73291.67,73858.33,68691.67,71550.0,72416.67,71908.33,69381.94
            Department Stores,27200.0,28491.67,27808.33,26383.33,28441.67,30566.67,29558.33,28566.67,29425.0,29341.67,22791.67,24408.33,24941.67,24833.33,25760.42
"            Warehouse Clubs, Supercenters, and Other Genera",37516.67,38316.67,40300.0,41641.67,40983.33,41175.0,42441.67,43191.67,43866.67,44516.67,45900.0,47141.67,47475.0,47075.0,43621.53
          Health and Personal Care Retailers,28716.67,29491.67,30700.0,31158.33,31600.0,32416.67,32966.67,33841.67,34408.33,34358.33,31783.33,33508.33,34466.67,34408.33,32438.89
          Gasoline Stations and Fuel Dealers,11425.0,11391.67,11525.0,11450.0,11716.67,11466.67,12100.0,12400.0,12533.33,12550.0,12133.33,12116.67,12375.0,12858.33,12409.03
"          Clothing, Clothing Accessories, Shoe, and Jewelry",58350.0,60816.67,62158.33,62558.33,63033.33,62283.33,61350.0,61558.33,60825.0,58550.0,42808.33,50775.0,53650.0,53816.67,56534.72
"          Sporting Goods, Hobby, Musical Instrument, Book, ",44108.33,43166.67,43391.67,44233.33,45050.0,44566.67,43666.67,43133.33,42091.67,41566.67,34241.67,39591.67,42700.0,42008.33,42220.83
"            Sporting Goods, Hobby, and Musical Instrument R",13408.33,12900.0,12908.33,13058.33,13433.33,13191.67,12558.33,12250.0,11466.67,10575.0,8975.0,10025.0,10441.67,10108.33,11309.03
Book Retailers and New Dealers,4458.33,3458.33,3075.0,2925.0,2791.67,2791.67,2808.33,2691.67,2591.67,2666.67,1591.67,1708.33,2050.0,2033.33,2534.03
"        Transportation, Warehousing, and Utilities",155566.67,156733.33,159675.0,163333.33,169358.33,177708.33,189033.33,198333.33,203825.0,213116.67,207916.67,215241.67,223566.67,218766.67,194580.56
          Utilities,12125.0,12416.67,12566.67,12175.0,12133.33,12100.0,11875.0,11491.67,11533.33,11900.0,11700.0,11641.67,11983.33,12308.33,12409.72
           Transportation and Warehousing,143441.67,144316.67,147108.33,151158.33,157225.0,165608.33,177158.33,186841.67,192291.67,201216.67,196216.67,203600.0,211583.33,206458.33,182170.83
            Air Transportation,22516.67,23133.33,23816.67,24650.0,25908.33,28083.33,30675.0,32700.0,33725.0,35650.0,32100.0,29875.0,31616.67,33033.33,30243.75
            Truck Transportation,25316.67,25316.67,25558.33,26883.33,27575.0,27866.67,28975.0,29591.67,31425.0,33166.67,31891.67,33216.67,36658.33,37416.67,32204.17
          Transit and Ground Passenger Transportation,12366.67,12725.0,12708.33,13050.0,12991.67,12633.33,12225.0,11625.0,11333.33,11850.0,9258.33,9491.67,11008.33,11833.33,12370.14
            Support Activities for Transportation,41866.67,42133.33,43391.67,45258.33,48325.0,50700.0,54633.33,57241.67,59200.0,60291.67,53575.0,57508.33,60408.33,57700.0,52314.58
          Couriers and Messengers,18825.0,18433.33,18650.0,18641.67,20025.0,22666.67,24683.33,27083.33,29008.33,32233.33,44150.0,47716.67,44850.0,39658.33,29881.25
          Warehousing and Storage,15708.33,15741.67,16025.0,15658.33,15358.33,16566.67,18541.67,19491.67,20083.33,20650.0,19558.33,20533.33,21591.67,20941.67,18607.64
      Information,192308.33,192783.33,192266.67,197191.67,198875.0,207383.33,228950.0,214266.67,214950.0,215558.33,191100.0,208841.67,234858.33,193008.33,187902.08
          Motion Picture and Sound Recording Industries,121075.0,120641.67,118458.33,121716.67,122458.33,128891.67,148041.67,132583.33,132016.67,132200.0,109425.0,126791.67,149850.0,109350.0,108812.5
          Publishing Industries,15175.0,14700.0,15266.67,15325.0,15916.67,17291.67,17375.0,17933.33,19341.67,20341.67,21200.0,21516.67,22683.33,22150.0,19131.95
"            Newspaper, Periodical, Book, and Directory Publ",9750.0,9291.67,9500.0,9350.0,9500.0,9883.33,9525.0,8925.0,8641.67,8191.67,7783.33,7433.33,7583.33,7191.67,7882.64
          Broadcasting and Content Providers,20083.33,22008.33,22533.33,22783.33,24050.0,24508.33,25933.33,28258.33,30183.33,29950.0,27550.0,27500.0,28966.67,28933.33,25929.86
            Radio and Television Broadcasting Stations,4783.33,5158.33,4966.67,4875.0,5450.0,5458.33,5700.0,6450.0,7333.33,7000.0,5850.0,5758.33,6150.0,5900.0,5394.44
"            Media Streaming Distribution Services, Social N",15300.0,16850.0,17566.67,17908.33,18600.0,19050.0,20233.33,21808.33,22850.0,22950.0,21700.0,21741.67,22816.67,23033.33,20535.42
        Telecommunications,26383.33,25650.0,25050.0,25600.0,24591.67,23083.33,22725.0,20883.33,19725.0,18216.67,16250.0,15041.67,14325.0,13633.33,18106.25
"          Computing Infrastructure Providers, Data Processi",4291.67,4516.67,5050.0,5358.33,5483.33,6300.0,6641.67,6525.0,6891.67,7683.33,8508.33,9741.67,11541.67,12158.33,8916.67
      Financial Activities,211325.0,210325.0,212591.67,213275.0,211341.67,215775.0,220091.67,221966.67,223750.0,224258.33,213216.67,213150.0,215708.33,211016.67,210721.53
        Finance and Insurance,139558.33,138625.0,140341.67,138491.67,134600.0,135741.67,138358.33,137775.0,136925.0,135891.67,132291.67,129016.67,126558.33,122983.33,129001.39
          Credit Intermediation and Related Activities incl,69750.0,69958.33,72125.0,69958.33,64525.0,62825.0,62141.67,61250.0,60141.67,59850.0,58083.33,55508.33,53766.67,51300.0,58176.39
            Depository Credit Intermediation including Mone,46375.0,47033.33,48575.0,46625.0,42850.0,41333.33,40750.0,40208.33,40033.33,40908.33,39858.33,37850.0,37025.0,36883.33,40488.19
            Nondepository Credit Intermediation,13016.67,12600.0,12475.0,12375.0,11491.67,11508.33,12191.67,12483.33,11983.33,11516.67,10908.33,10591.67,9858.33,8533.33,9954.86
Activities Related to Credit Intermediation,10358.33,10325.0,11075.0,10958.33,10183.33,9983.33,9200.0,8558.33,8125.0,7425.0,7316.67,7066.67,6883.33,5883.33,7733.33
          Financial Investments and Related Activities incl,24791.67,23958.33,23700.0,23391.67,24216.67,24833.33,25691.67,26016.67,26575.0,26483.33,26250.0,26750.0,28200.0,28400.0,26738.19
          Insurance Carriers and Related Activities,45016.67,44708.33,44516.67,45141.67,45858.33,48083.33,50525.0,50508.33,50208.33,49558.33,47958.33,46758.33,44591.67,43283.33,44086.81
            Insurance Carriers,20491.67,19816.67,20016.67,20491.67,20483.33,21850.0,22866.67,22433.33,21583.33,20666.67,19641.67,18941.67,17750.0,17483.33,18783.33
"            Agencies, Brokerages, and Other Insurance Relat",24525.0,24891.67,24500.0,24650.0,25375.0,26233.33,27658.33,28075.0,28625.0,28891.67,28316.67,27816.67,26841.67,25800.0,25303.47
          Real Estate and Rental and Leasing,71766.67,71700.0,72250.0,74783.33,76741.67,80033.33,81733.33,84191.67,86825.0,88366.67,80925.0,84133.33,89150.0,88033.33,81720.14
          Real Estate,51850.0,51816.67,52358.33,54625.0,56741.67,59291.67,61025.0,63350.0,65750.0,67250.0,64708.33,66933.33,68608.33,67216.67,61324.31
            Lessors of Real Estate,15125.0,14908.33,15058.33,15841.67,16583.33,17258.33,17841.67,18258.33,19025.0,19525.0,18583.33,18658.33,19066.67,19391.67,17784.72
            Offices of Real Estate Agents and Brokers,11066.67,10916.67,11383.33,11766.67,12033.33,12375.0,12641.67,13175.0,14191.67,14650.0,14283.33,15441.67,15966.67,14783.33,13280.56
            Activities Related to Real Estate,25658.33,25991.67,25916.67,27016.67,28125.0,29658.33,30541.67,31916.67,32533.33,33075.0,31841.67,32833.33,33575.0,33041.67,30259.03
          Real Estate and Rental and Leasing - Residual,19916.67,19883.33,19891.67,20158.33,20000.0,20741.67,20708.33,20841.67,21075.0,21116.67,16216.67,17200.0,20541.67,20816.67,20395.83
      Professional and Business Services,519908.33,535716.67,562816.67,586500.0,592891.67,595266.67,604850.0,614433.33,633600.0,648375.0,601008.33,630841.67,666875.0,652466.67,606386.11
"        Professional, Scientific, and Technical Services",238333.33,247733.33,260683.33,269766.67,269725.0,269691.67,275650.0,282550.0,291525.0,301483.33,289500.0,300641.67,319483.33,315450.0,289236.8
          Legal Services,46675.0,47350.0,48058.33,48508.33,48566.67,48941.67,50266.67,51416.67,52825.0,54183.33,53133.33,54066.67,56233.33,57825.0,54104.86
"            Accounting, Tax Preparation, Bookkeeping, and P",39216.67,42400.0,46591.67,48100.0,46191.67,47091.67,44350.0,44216.67,45233.33,45666.67,42025.0,44500.0,49333.33,47841.67,45408.33
"            Architectural, Engineering, and Related Service",30300.0,29883.33,30675.0,30850.0,30366.67,30741.67,31891.67,33475.0,34525.0,35741.67,35566.67,35441.67,36391.67,35366.67,33414.58
            Computer Systems Design and Related Services,26683.33,28091.67,28908.33,29158.33,29583.33,31591.67,33233.33,35300.0,37500.0,39275.0,37916.67,37058.33,37266.67,35325.0,32227.08
"            Management, Scientific, and Technical Consultin",37133.33,40308.33,46783.33,50875.0,51483.33,47550.0,49525.0,50350.0,51366.67,54416.67,51825.0,56000.0,60441.67,59558.33,53415.28
            Scientific Research and Development Services,14083.33,13925.0,13716.67,13841.67,13958.33,15133.33,16100.0,16658.33,17683.33,18641.67,18775.0,19400.0,21008.33,21791.67,18535.42
"            Advertising, Public Relations, and Related Serv",22216.67,23191.67,24383.33,24358.33,23558.33,24591.67,24666.67,24808.33,25408.33,26366.67,24491.67,25783.33,27708.33,26866.67,25225.69
        Management of Companies and Enterprises,57966.67,60350.0,62000.0,63275.0,63616.67,63316.67,62675.0,64016.67,65700.0,66925.0,63133.33,62783.33,62325.0,62008.33,61509.03
        Administrative and Support and Waste and Remediatio,223608.33,227633.33,240133.33,253458.33,259550.0,262258.33,266525.0,267866.67,276375.0,279966.67,248375.0,267416.67,285066.67,275008.33,255640.28
          Administrative and Support Services,214458.33,218433.33,230558.33,243683.33,249625.0,252250.0,256175.0,257300.0,265116.67,267933.33,236650.0,255458.33,272383.33,261133.33,243646.53
            Employment Services,81783.33,85000.0,92841.67,102333.33,103966.67,103733.33,102766.67,101508.33,103466.67,104558.33,85300.0,102175.0,111925.0,99625.0,92060.42
            Business Support Services,14891.67,15075.0,15183.33,15641.67,16325.0,16316.67,16000.0,15408.33,15200.0,15533.33,14191.67,13408.33,13650.0,13008.33,13493.06
            Travel Arrangement and Reservation Services,8533.33,7883.33,7750.0,7983.33,8408.33,8758.33,9000.0,9233.33,9150.0,9158.33,6458.33,5116.67,5941.67,6366.67,7021.53
            Investigation and Security Services,39175.0,40450.0,41325.0,42241.67,44866.67,46625.0,48908.33,49941.67,51683.33,53916.67,51450.0,52800.0,57141.67,58383.33,51588.2
            Services to Buildings and Dwellings,40908.33,40916.67,42191.67,43175.0,43100.0,44308.33,45858.33,47341.67,48666.67,49150.0,47033.33,47691.67,48316.67,48916.67,47182.64
      Private Education and Health Services,671783.33,678416.67,701391.67,704191.67,722658.33,743383.33,769975.0,797533.33,818016.67,840108.33,821691.67,844400.0,871058.33,914516.67,843061.81
        Private Educational Services,111158.33,113775.0,113900.0,117391.67,118600.0,119600.0,121941.67,125691.67,131341.67,133225.0,123016.67,125341.67,131066.67,139458.33,133535.42
            Private Elementary and Secondary Schools,25825.0,26658.33,26475.0,27691.67,27741.67,27333.33,27683.33,29416.67,30475.0,31500.0,29025.0,29316.67,30425.0,30816.67,30682.64
"            Private Colleges, Universities, and Professiona",55641.67,56191.67,57116.67,59741.67,61875.0,63783.33,65741.67,67891.67,71758.33,70675.0,67350.0,67958.33,68316.67,71083.33,67430.56
        Health Care and Social Assistance,560625.0,564641.67,587491.67,586800.0,604058.33,623783.33,648033.33,671841.67,686675.0,706883.33,698675.0,719058.33,739991.67,775058.33,709526.39
            Ambulatory Health Care Services,176583.33,180766.67,188825.0,192716.67,197075.0,204491.67,212641.67,217858.33,223250.0,230175.0,226133.33,242133.33,249025.0,256483.33,232747.22
               Offices of Physicians,52966.67,54175.0,57416.67,58066.67,58758.33,60700.0,63050.0,62925.0,62133.33,62316.67,59800.0,62408.33,63941.67,63275.0,61573.61
               Offices of Dentists,27333.33,27533.33,28166.67,28866.67,29741.67,30283.33,31125.0,31525.0,32008.33,33041.67,28775.0,32716.67,33491.67,33983.33,32103.47
               Offices of Other Health Practitioners,16333.33,16041.67,16533.33,17358.33,18233.33,20266.67,21850.0,24191.67,26850.0,28825.0,28308.33,31916.67,34708.33,36416.67,28633.33
            Hospitals,108100.0,109308.33,109458.33,108891.67,111200.0,113116.67,116691.67,119083.33,118550.0,119941.67,117675.0,116566.67,117033.33,120700.0,117738.19
          Nursing and Residential Care Facilities,67550.0,69466.67,71941.67,74775.0,77925.0,80283.33,81083.33,82841.67,85100.0,87841.67,85375.0,82633.33,83550.0,89866.67,84013.2
            Nursing Care Facilities (Skilled Nursing Facili,37875.0,38550.0,39716.67,41691.67,44308.33,45283.33,45250.0,45758.33,46883.33,48791.67,46558.33,44675.0,44283.33,48116.67,46070.14
            Social Assistance,208391.67,205100.0,217266.67,210416.67,217858.33,225891.67,237616.67,252058.33,259775.0,268925.0,269491.67,277725.0,290383.33,308008.33,275027.78
            Individual and Family Services,180158.33,177216.67,189341.67,182175.0,189033.33,196425.0,206533.33,219725.0,226583.33,234025.0,238383.33,244366.67,254808.33,270466.67,240635.42
               Child Day Care Services,16625.0,16441.67,16441.67,16341.67,16583.33,17066.67,18008.33,18741.67,19375.0,20141.67,16550.0,17291.67,18916.67,19825.0,18894.44
      Leisure and Hospitality,384050.0,393708.33,414400.0,438958.33,464133.33,486716.67,510025.0,524650.0,536550.0,547308.33,393708.33,434166.67,512375.0,534058.33,489887.5
"         Arts, Entertainment, and Recreation",66108.33,66700.0,68800.0,72091.67,76141.67,80225.0,87300.0,89750.0,94250.0,98141.67,64958.33,73883.33,92116.67,96491.67,83903.47
"          Performing Arts, Spectator Sports, and Related In",27466.67,28325.0,29625.0,31641.67,33800.0,35908.33,40791.67,41366.67,44200.0,46133.33,35600.0,39683.33,48375.0,48466.67,38546.53
"            Independent Artists, Writers, and Performers",8491.67,9291.67,9341.67,9775.0,9808.33,10641.67,10733.33,10675.0,11050.0,12100.0,11666.67,13308.33,15150.0,14266.67,10967.36
