TITLE,2010_Average,2011_Average,2012_Average,2013_Average,2014_Average,2015_Average,2016_Average,2017_Average,2018_Average,2019_Average,2020_Average,2021_Average,2022_Average,2023_Average,2024_Average
        Private Educational Services,1558.33,1575,1633.33,1508.33,1450,1400,1450,1491.67,1666.67,1825,1550,1800,1933.33,2083.33,1918.75
        Health Care and Social Assistance,28000,28558.33,29816.67,30758.33,31125,32033.33,33333.33,34941.67,36425,39100,39250,39833.33,42400,45441.67,39571.53
            Ambulatory Health Care Services,10558.33,10733.33,11200,11683.33,12100,12416.67,12758.33,13225,13666.67,14833.33,14525,14758.33,15433.33,16283.33,14497.92
            Hospitals,6450,6808.33,7175,7166.67,7116.67,7408.33,7883.33,8200,8216.67,8250,8091.67,7783.33,7966.67,8058.33,7718.06
      Leisure and Hospitality,20491.67,20716.67,21633.33,22800,23691.67,25041.67,25458.33,25858.33,26708.33,27558.33,23216.67,26508.33,29425,29933.33,26277.78
        Arts Entertainment and Recreation,2308.33,2316.67,2366.67,2391.67,2300,2391.67,2616.67,2500,2475,2625,1575,1908.33,2483.33,2591.67,2531.94
        Accommodation and Food Services,18183.33,18400,19266.67,20408.33,21391.67,22650,22841.67,23358.33,24233.33,24933.33,21641.67,24600,26941.67,27341.67,23745.83
          Food Services and Drinking Places,16466.67,16675,17525,18625,19675,20775,20866.67,21383.33,22250,23025,20066.67,22983.33,25183.33,25483.33,21872.22
            Restaurants and Other Eating Places,15933.33,16158.33,16958.33,18033.33,19033.33,20100,20083.33,20525,21433.33,22233.33,19550,22308.33,24325,24541.67,21151.39
      Other Services,6625,6783.33,7216.67,7483.33,7775,7683.33,7658.33,7725,7916.67,8275,7391.67,7891.67,8808.33,8975,8290.28
      Government,60633.33,60150,58783.33,58441.67,59691.67,61508.33,63800,65233.33,66066.67,67608.33,65525,64800,67250,69783.33,66225
        Federal Government,10875,10658.33,10383.33,10008.33,9633.33,9883.33,10208.33,10441.67,10566.67,10908.33,11325,11250,10950,11033.33,10796.53
          Department of Defense,7758.33,7825,7633.33,7441.67,7175,7416.67,7700,7875,7983.33,8258.33,8541.67,8616.67,8308.33,8266.67,8019.44
          Federal Government excluding Department of Defense,3116.67,2833.33,2750,2566.67,2458.33,2466.67,2508.33,2566.67,2583.33,2650,2783.33,2633.33,2641.67,2766.67,2777.08
        Total State and Local Government,49758.33,49491.67,48400,48433.33,50058.33,51625,53591.67,54791.67,55500,56700,54200,53550,56300,58750,55428.47
          State Government,9833.33,9725,9391.67,8841.67,9241.67,9575,9891.67,10083.33,10241.67,10216.67,10191.67,9841.67,9783.33,9750,9436.11
        State Government Educational Services,1250,1241.67,1316.67,1316.67,1391.67,1450,1575,1741.67,1841.67,1758.33,1758.33,1591.67,1683.33,1758.33,1576.39
            State Government Excluding Education,8583.33,8483.33,8075,7525,7850,8125,8316.67,8341.67,8400,8458.33,8433.33,8250,8100,7991.67,7859.72
          Local Government,39925,39766.67,39008.33,39591.67,40816.67,42050,43700,44708.33,45258.33,46483.33,44008.33,43708.33,46516.67,49000,45992.36
        Local Government Educational Services,25766.67,26108.33,25808.33,25841.67,26708.33,27616.67,29016.67,30008.33,30366.67,31116.67,28933.33,28975,31583.33,33216.67,30736.11
        Local Government excluding Educational Services,14158.33,13658.33,13200,13750,14108.33,14433.33,14683.33,14700,14891.67,15366.67,15075,14733.33,14933.33,15783.33,15256.25
        County Government,9333.33,8900,8633.33,8983.33,9041.67,9308.33,9483.33,9641.67,9841.67,10158.33,10158.33,10000,10058.33,10608.33,10032.64
        City Government,2633.33,2541.67,2391.67,2416.67,2691.67,2758.33,2766.67,2758.33,2800,2841.67,2775,2650,2716.67,2916.67,2864.58
        Special Districts plus Tribes,2208.33,2200,2175,2350,2375,2366.67,2433.33,2300,2250,2366.67,2141.67,2083.33,2158.33,2258.33,2359.03
