TITLE,2010_Average,2011_Average,2012_Average,2013_Average,2014_Average,2015_Average,2016_Average,2017_Average,2018_Average,2019_Average,2020_Average,2021_Average,2022_Average,2023_Average,2024_Average
Service-Providing,92866.67,94450,96908.33,99916.67,100683.33,101333.33,102958.33,103541.67,103616.67,103658.33,92675,94241.67,98141.67,100333.33,99810.42
    Private Service Providing,77858.33,78466.67,81433.33,84541.67,85250,85883.33,87450,87816.67,87608.33,87841.67,77916.67,79725,83333.33,85000,84095.83
      Trade Transportation and Utilities,16525,16508.33,16966.67,17466.67,17950,18033.33,18200,18425,18458.33,18333.33,17300,17450,17483.33,17308.33,17309.72
        Wholesale Trade,2175,2175,2400,2433.33,2450,2533.33,2525,2483.33,2341.67,2308.33,2166.67,2116.67,2141.67,2250,2277.78
        Retail Trade,13416.67,13425,13608.33,13908.33,14266.67,14233.33,14358.33,14625,14841.67,14708.33,13741.67,13908.33,13908.33,13675,13818.75
        Transportation Warehousing and Utilities,933.33,908.33,958.33,1125,1233.33,1266.67,1316.67,1316.67,1275,1316.67,1391.67,1425,1433.33,1383.33,1213.19
      Information,2225,2733.33,2883.33,2925,2783.33,2866.67,2850,2741.67,2666.67,2633.33,2550,2658.33,2825,2866.67,2762.5
      Financial Activities,6400,6325,6366.67,6575,6475,6016.67,5966.67,5566.67,5483.33,5441.67,5183.33,5025,5175,5266.67,5670.14
      Professional and Business Services,18275,17683.33,18491.67,18591.67,18041.67,18216.67,18250,17950,18133.33,18650,17541.67,17666.67,18208.33,17958.33,18056.94
      Private Education and Health Services,17275,17808.33,18508.33,19400,19666.67,20141.67,20633.33,20958.33,21016.67,21058.33,19358.33,19975,20366.67,21441.67,20704.86
      Leisure and Hospitality,12191.67,12650,13233.33,14433.33,15116.67,15366.67,16050,16458.33,16150,15983.33,11225,12108.33,13950,14533.33,14085.42
      Other Services,4966.67,4758.33,4983.33,5150,5216.67,5241.67,5500,5716.67,5700,5741.67,4758.33,4841.67,5325,5625,5506.25
      Government,15008.33,15983.33,15475,15375,15433.33,15450,15508.33,15725,16008.33,15816.67,14758.33,14516.67,14808.33,15333.33,15714.58
        Federal Government,900,808.33,791.67,791.67,700,700,700,700,691.67,600,708.33,675,608.33,600,682.64
        Federal Government excluding Department of Defense,800,708.33,691.67,691.67,700,700,700,700,691.67,600,708.33,675,608.33,600,649.31
          Department of Defense,100,100,100,100,0,0,0,0,0,0,0,0,0,0,50
        Total State and Local Government,14108.33,15175,14683.33,14583.33,14733.33,14750,14808.33,15025,15316.67,15216.67,14050,13841.67,14200,14733.33,15031.94
          State Government,2158.33,2100,1975,1850,1800,1941.67,1958.33,1950,2033.33,2000,2016.67,1908.33,1858.33,1800,1923.61
            State Government Education Services,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
            State Government Excluding Education,2158.33,2100,1975,1850,1800,1941.67,1958.33,1950,2033.33,2000,2016.67,1908.33,1858.33,1800,1923.61
          Local Government,11950,13075,12708.33,12733.33,12933.33,12808.33,12850,13075,13283.33,13216.67,12033.33,11933.33,12341.67,12933.33,13108.33
            Local Government Educational Services,5841.67,6050,5633.33,5550,5683.33,5550,5441.67,5483.33,5725,5650,4925,4733.33,4991.67,5250,5521.53
            Local Government Excluding Educational Services,6108.33,7025,7075,7183.33,7250,7258.33,7408.33,7591.67,7558.33,7566.67,7108.33,7200,7350,7683.33,7586.8
            County Government,2475,2516.67,2508.33,2525,2591.67,2550,2583.33,2600,2550,2591.67,2575,2616.67,2641.67,2683.33,2659.72
            City Government,1483.33,1516.67,1508.33,1491.67,1508.33,1533.33,1575,1625,1608.33,1533.33,1250,1266.67,1375,1441.67,1500.69
            Special Districts plus Tribes,2150,2991.67,3058.33,3166.67,3150,3175,3250,3366.67,3400,3441.67,3283.33,3316.67,3333.33,3558.33,3426.39
