TITLE,2010_Average,2011_Average,2012_Average,2013_Average,2014_Average,2015_Average,2016_Average,2017_Average,2018_Average,2019_Average,2020_Average,2021_Average,2022_Average,2023_Average,2024_Average
        Non-Durable Goods,43950.0,43533.33,43908.33,42975.0,41975.0,41758.33,42041.67,43200.0,42191.67,41275.0,37716.67,38333.33,39366.67,38966.67,40403.47
    Service Providing,1152633.33,1163833.33,1194225.0,1227808.33,1257800.0,1297816.67,1331966.67,1357691.67,1386275.0,1408650.0,1281000.0,1335516.67,1404983.33,1420441.67,1337575.0
    Private Service Providing,1000341.67,1014558.33,1046375.0,1079133.33,1105575.0,1141408.33,1172366.67,1197508.33,1225050.0,1246108.33,1124925.0,1179858.33,1246766.67,1259241.67,1179390.28
      Trade, Transportation, and Utilities",244158.33,246300.0,248158.33,251283.33,254908.33,258575.0,259716.67,261608.33,263241.67,261391.67,244066.67,251958.33,258316.67,262108.33,256134.03
        Wholesale Trade,76116.67,76225.0,76183.33,78241.67,79750.0,80000.0,79891.67,80091.67,81441.67,81266.67,76816.67,77525.0,78975.0,80816.67,79393.06
          Merchant Wholesalers, Durable Goods",45741.67,47200.0,47083.33,47566.67,48125.0,47808.33,47541.67,47983.33,48100.0,48083.33,46066.67,46458.33,47316.67,48958.33,48234.72
          Merchant Wholesalers, Nondurable Goods",23125.0,22500.0,22783.33,24533.33,25675.0,26075.0,26158.33,26266.67,27433.33,27583.33,25541.67,25875.0,26316.67,26700.0,25526.39
          Wholesale Trade Agents and Brokers,7250.0,6525.0,6316.67,6141.67,5950.0,6116.67,6191.67,5841.67,5908.33,5600.0,5208.33,5191.67,5341.67,5158.33,5631.94
        Retail Trade,141333.33,142608.33,143958.33,145575.0,148641.67,151641.67,152591.67,153516.67,152641.67,150641.67,137641.67,143375.0,145525.0,146050.0,145026.39
          Motor Vehicle and Parts Dealers,15441.67,15816.67,16333.33,16625.0,17508.33,18400.0,18950.0,19316.67,19250.0,19058.33,16858.33,17058.33,17225.0,17458.33,17002.08
          Building Material and Garden Equipment and Suppli,9291.67,9233.33,9591.67,9691.67,9908.33,10325.0,10691.67,11000.0,11266.67,10941.67,11458.33,11850.0,11525.0,10966.67,10334.72
          Food and Beverage Retailers,27266.67,27125.0,27933.33,28675.0,29866.67,30450.0,30283.33,30591.67,30225.0,29933.33,30175.0,29883.33,29875.0,31141.67,30388.89
            Grocery and Convenience Retailers,24200.0,23958.33,24725.0,25466.67,26750.0,27141.67,27075.0,27416.67,27150.0,26941.67,27433.33,26741.67,26850.0,28075.0,27300.0
          General Merchandise Retailers,26050.0,26466.67,27858.33,28750.0,28741.67,29675.0,29591.67,29016.67,28950.0,28666.67,25808.33,27275.0,27725.0,27416.67,27305.56
          Health and Personal Care Retailers,10525.0,10508.33,10500.0,10691.67,10708.33,10958.33,11908.33,12158.33,12250.0,12225.0,11425.0,12733.33,13808.33,14441.67,12652.78
          Clothing, Clothing Accessories, Shoe, and Jewelry",17233.33,17500.0,17358.33,17066.67,16791.67,16683.33,16566.67,16558.33,16400.0,15875.0,11583.33,13441.67,14583.33,14883.33,15595.83
          Sporting Goods, Hobby, Musical Instrument, Book, ",16183.33,15541.67,15541.67,15875.0,16150.0,15808.33,15275.0,15133.33,14766.67,14491.67,12425.0,14533.33,15075.0,14591.67,14940.97
        Transportation, Warehousing, and Utilities",26708.33,27466.67,28016.67,27466.67,26516.67,26933.33,27233.33,28000.0,29158.33,29483.33,29608.33,31058.33,33816.67,35241.67,31714.58
           Transportation and Warehousing,22758.33,23575.0,23991.67,23791.67,23233.33,23650.0,24150.0,24991.67,26175.0,26600.0,26683.33,28100.0,30758.33,31900.0,28145.83
            Couriers and Messengers,5591.67,5375.0,5208.33,5075.0,5316.67,5433.33,5425.0,5650.0,5833.33,6450.0,8025.0,8983.33,9241.67,9416.67,7630.56
            Warehousing and Storage,5808.33,5883.33,5825.0,5116.67,4875.0,4758.33,4658.33,4958.33,5725.0,5466.67,5625.0,5650.0,6150.0,7241.67,6500.69
      Information,21658.33,20658.33,22133.33,23208.33,23433.33,24916.67,25958.33,26766.67,26716.67,25983.33,24116.67,24041.67,24283.33,22550.0,21765.97
          Publishing Industries,8858.33,8983.33,9116.67,9175.0,9166.67,9525.0,10208.33,10983.33,11283.33,11166.67,10741.67,10325.0,10066.67,9108.33,8891.67
        Telecommunications,6308.33,5700.0,6641.67,6958.33,7108.33,7375.0,7133.33,7316.67,6991.67,6333.33,6275.0,5958.33,5808.33,5608.33,5859.72
      Financial Activities,103666.67,105041.67,108616.67,113400.0,113941.67,116400.0,118033.33,119558.33,118650.0,117591.67,115875.0,117066.67,112341.67,104091.67,105647.22
        Finance and Insurance,69458.33,71241.67,73883.33,77066.67,76375.0,78800.0,79466.67,80658.33,79258.33,77708.33,77716.67,78050.0,72200.0,63275.0,66860.42
          Credit Intermediation and Related Activities incl,31816.67,32600.0,34983.33,38041.67,37958.33,40441.67,42616.67,43683.33,41966.67,40225.0,41408.33,42016.67,36125.0,28966.67,31016.67
            Depository Credit Intermediation including Mone,17225.0,18383.33,18475.0,17666.67,17366.67,17000.0,17308.33,17658.33,17358.33,17741.67,17325.0,15616.67,14041.67,12841.67,14593.06
            Nondepository Credit Intermediation,9591.67,9983.33,12341.67,14450.0,14100.0,16000.0,17833.33,17975.0,17050.0,15033.33,15458.33,16500.0,14266.67,11075.0,11280.56
          Insurance Carriers and Related Activities,26866.67,27316.67,28275.0,27791.67,26508.33,26491.67,25041.67,24850.0,24983.33,24650.0,23641.67,23308.33,22500.0,21575.0,23838.19
            Insurance Carriers,14483.33,14841.67,15266.67,13858.33,11266.67,10450.0,8808.33,8875.0,9116.67,9150.0,8583.33,8816.67,8216.67,7383.33,10068.06
            Agencies, Brokerages, and Other Insurance Relat",12383.33,12475.0,13008.33,13933.33,15241.67,16041.67,16233.33,15975.0,15866.67,15500.0,15058.33,14491.67,14283.33,14191.67,13770.14
        Real Estate and Rental and Leasing,34208.33,33800.0,34733.33,36333.33,37566.67,37600.0,38566.67,38900.0,39391.67,39883.33,38158.33,39016.67,40141.67,40816.67,38786.8
          Real Estate,28941.67,28633.33,29516.67,30941.67,31991.67,31650.0,32325.0,32575.0,33075.0,33708.33,33175.0,33858.33,34425.0,34850.0,33035.42
      Professional and Business Services,250675.0,253016.67,264900.0,271558.33,280241.67,289508.33,299583.33,304733.33,317258.33,328358.33,309191.67,321650.0,331516.67,321350.0,296982.64
        Professional, Scientific, and Technical Services",107750.0,109725.0,114308.33,117566.67,123641.67,127566.67,129533.33,126858.33,129250.0,132208.33,129475.0,134491.67,140150.0,139700.0,130040.97
          Legal Services,15058.33,15066.67,15483.33,15408.33,15458.33,15966.67,16400.0,16216.67,16366.67,16591.67,16258.33,16608.33,17000.0,17141.67,16614.58
          Accounting, Tax Preparation, Bookkeeping, and P",12866.67,13600.0,14700.0,14325.0,14883.33,15083.33,15225.0,15083.33,14883.33,14925.0,15191.67,15533.33,16641.67,17516.67,16239.58
            Architectural, Engineering, and Related Service",20650.0,21325.0,21641.67,23033.33,25325.0,25783.33,25333.33,24991.67,25758.33,26366.67,25775.0,26016.67,27166.67,26508.33,24939.58
            Computer Systems Design and Related Services,16300.0,16883.33,17266.67,18433.33,19200.0,19850.0,21083.33,21608.33,22441.67,23641.67,23716.67,24083.33,24308.33,24091.67,21390.28
            Management, Scientific, and Technical Consultin",19308.33,18900.0,20125.0,20933.33,22433.33,24150.0,26191.67,25558.33,26100.0,26691.67,25875.0,27941.67,29525.0,28808.33,25175.0
        Management of Companies and Enterprises,27275.0,28041.67,28716.67,29608.33,30158.33,31058.33,33458.33,34825.0,36741.67,38475.0,36225.0,36650.0,38375.0,37416.67,34033.33
        Administrative and Support and Waste and Remediatio,115650.0,115250.0,121875.0,124383.33,126441.67,130883.33,136591.67,143050.0,151266.67,157675.0,143491.67,150508.33,152991.67,144233.33,132908.33
          Administrative and Support Services,111833.33,111350.0,117808.33,120091.67,122025.0,126541.67,132166.67,138375.0,146400.0,152541.67,138491.67,145583.33,147983.33,138983.33,128042.36
            Employment Services,47008.33,49258.33,54558.33,54775.0,55375.0,57800.0,61333.33,66333.33,73166.67,78766.67,70425.0,76600.0,75633.33,64450.0,57747.92
            Investigation and Security Services,9150.0,9191.67,10000.0,10391.67,10791.67,11050.0,11533.33,11775.0,11850.0,12050.0,11608.33,11650.0,12425.0,13550.0,12127.08
            Services to Buildings and Dwellings,29425.0,29158.33,28983.33,30175.0,31366.67,32566.67,33458.33,33725.0,35108.33,35400.0,33550.0,34533.33,35558.33,35125.0,33275.69
          Waste Management and Remediation Services,3816.67,3900.0,4066.67,4291.67,4416.67,4341.67,4425.0,4675.0,4866.67,5133.33,5000.0,4925.0,5008.33,5250.0,4865.97
      Private Education and Health Services,169358.33,172241.67,177300.0,186325.0,191300.0,199291.67,206608.33,216425.0,225208.33,233091.67,225800.0,237333.33,249275.0,264316.67,235618.75
        Private Educational Services,23608.33,24391.67,24691.67,25208.33,25333.33,25541.67,26558.33,27983.33,29308.33,31516.67,28450.0,31258.33,35475.0,38791.67,33977.78
          Private Colleges, Universities, and Professional ",6325.0,6191.67,5716.67,5775.0,5941.67,6100.0,6441.67,6416.67,6450.0,6958.33,6633.33,7166.67,7700.0,7608.33,7162.5
        Health Care and Social Assistance,145750.0,147850.0,152608.33,161116.67,165966.67,173750.0,180050.0,188441.67,195900.0,201575.0,197350.0,206075.0,213800.0,225525.0,201640.97
            Ambulatory Health Care Services,64708.33,66733.33,68658.33,71391.67,73991.67,78408.33,81983.33,84883.33,87500.0,90991.67,88166.67,95383.33,98566.67,101575.0,89648.61
            Hospitals,31908.33,31075.0,31383.33,30691.67,30175.0,29825.0,30866.67,32141.67,32900.0,32975.0,32550.0,32441.67,33366.67,35408.33,34419.44
          Nursing and Residential Care Facilities,20800.0,21041.67,22275.0,23175.0,24008.33,24808.33,25425.0,26458.33,27283.33,27658.33,27233.33,26408.33,26200.0,28075.0,26575.0
          Social Assistance,28333.33,29000.0,30291.67,35858.33,37791.67,40708.33,41775.0,44958.33,48216.67,49950.0,49400.0,51841.67,55666.67,60466.67,50997.92
      Leisure and Hospitality,168658.33,174066.67,180641.67,187783.33,194483.33,203808.33,212016.67,218116.67,222625.0,227716.67,161750.0,180358.33,217908.33,229550.0,211486.11
        Arts, Entertainment, and Recreation",35125.0,36458.33,39341.67,41750.0,43508.33,46666.67,47800.0,48816.67,50958.33,54675.0,29816.67,34508.33,50500.0,55616.67,50548.61
          Amusement, Gambling, and Recreation Industries",30041.67,31366.67,34166.67,36025.0,37008.33,39825.0,40850.0,41666.67,43733.33,47550.0,25600.0,29616.67,43358.33,47875.0,43434.03
        Accommodation and Food Services,133533.33,137608.33,141300.0,146033.33,150975.0,157141.67,164216.67,169300.0,171666.67,173041.67,131933.33,145850.0,167408.33,173933.33,160937.5
          Accommodation,21966.67,22400.0,23291.67,24158.33,23883.33,24775.0,25558.33,25750.0,25758.33,26366.67,16333.33,17041.67,23250.0,25658.33,25375.0
          Food Services and Drinking Places,111566.67,115208.33,118008.33,121875.0,127091.67,132366.67,138658.33,143550.0,145908.33,146675.0,115600.0,128808.33,144158.33,148275.0,135562.5
           Restaurants and Other Eating Places,105825.0,108958.33,112175.0,115583.33,121308.33,126333.33,131991.67,136533.33,138458.33,139108.33,111316.67,123241.67,136958.33,140416.67,128470.83
               Full-Service Restaurants,58975.0,60716.67,61933.33,63050.0,64441.67,66825.0,68908.33,69841.67,69625.0,68908.33,48608.33,57091.67,65458.33,66783.33,64384.72
               Limited-Service Restaurants and Other Eating,46850.0,48241.67,50241.67,52533.33,56866.67,59508.33,63083.33,66691.67,68833.33,70200.0,62708.33,66150.0,71500.0,73633.33,64086.11
      Other Services,42166.67,43233.33,44625.0,45575.0,47266.67,48908.33,50450.0,50300.0,51350.0,51975.0,44125.0,47450.0,53125.0,55275.0,51755.56
      Government,152291.67,149275.0,147850.0,148675.0,152225.0,156408.33,159600.0,160183.33,161225.0,162541.67,156075.0,155658.33,158216.67,161200.0,158184.72
        Federal Government,12408.33,11550.0,11058.33,10958.33,10941.67,11150.0,11275.0,11275.0,11050.0,11050.0,11616.67,10983.33,10775.0,10700.0,11009.72
          Department of Defense,1000.0,1000.0,1000.0,1000.0,958.33,1000.0,1025.0,1100.0,1016.67,1008.33,1050.0,1066.67,1000.0,1000.0,996.53
          Federal Government excluding Department of Defense,11408.33,10550.0,10058.33,9958.33,9983.33,10150.0,10250.0,10175.0,10033.33,10041.67,10566.67,9916.67,9775.0,9700.0,10013.19
        State & Local Government,139883.33,137725.0,136791.67,137716.67,141283.33,145258.33,148325.0,148908.33,150175.0,151491.67,144458.33,144675.0,147441.67,150500.0,147175.0
          State Government,27316.67,28008.33,28658.33,29100.0,29875.0,30775.0,31408.33,31400.0,31983.33,32600.0,32566.67,34183.33,33416.67,33391.67,31854.86
            State Government Educational Services,17325.0,17925.0,18358.33,18675.0,19433.33,20150.0,20591.67,20833.33,21433.33,21916.67,21733.33,21791.67,19966.67,19508.33,19468.06
            State Government Excluding Education,9991.67,10083.33,10300.0,10425.0,10441.67,10625.0,10816.67,10566.67,10550.0,10683.33,10833.33,12391.67,13450.0,13883.33,12386.81
          Local Government,112566.67,109716.67,108133.33,108616.67,111408.33,114483.33,116916.67,117508.33,118191.67,118891.67,111891.67,110491.67,114025.0,117108.33,115320.14
            Local Government Educational Services,70441.67,69441.67,68641.67,69341.67,70808.33,72400.0,74891.67,75975.0,76383.33,76133.33,71125.0,70375.0,72833.33,74708.33,73414.58
            Local Government excluding Educational Services,42125.0,40275.0,39491.67,39275.0,40600.0,42083.33,42025.0,41533.33,41808.33,42758.33,40766.67,40116.67,41191.67,42400.0,41905.56
            County Government,21083.33,20050.0,19883.33,19800.0,19825.0,19891.67,19358.33,18641.67,18750.0,19475.0,18566.67,18325.0,18616.67,18766.67,19203.47
            City Government,17033.33,16283.33,15716.67,15383.33,15516.67,15800.0,15783.33,15908.33,16025.0,16091.67,14883.33,14408.33,15108.33,16008.33,16419.44
            Special Districts plus Indian Tribes,4050.0,3925.0,3891.67,4091.67,5258.33,6391.67,6883.33,6983.33,7033.33,7191.67,7316.67,7383.33,7466.67,7625.0,6284.72
