TITLE,2010_Average,2011_Average,2012_Average,2013_Average,2014_Average,2015_Average,2016_Average,2017_Average,2018_Average,2019_Average,2020_Average,2021_Average,2022_Average,2023_Average,2024_Average
          Nonresidential Building Construction,53858.33,54716.67,57458.33,58975.0,61500.0,67066.67,72541.67,77566.67,82225.0,84300.0,80383.33,80491.67,84975.0,86200.0,74975.69
        Heavy and Civil Engineering Construction,65283.33,68433.33,75800.0,77366.67,77591.67,80541.67,82158.33,85116.67,90033.33,92383.33,91650.0,94400.0,96650.0,96983.33,86439.58
          Utility System Construction,30816.67,33516.67,38008.33,39241.67,40441.67,42325.0,43433.33,44950.0,47658.33,48525.0,47266.67,49191.67,51541.67,52441.67,44952.08
          Land Subdivision,8000.0,7958.33,7666.67,7666.67,7800.0,7733.33,7683.33,7441.67,7025.0,6916.67,6325.0,5616.67,5416.67,5250.0,6182.64
"          Highway, Street, and Bridge Construction",19766.67,19991.67,20875.0,21933.33,21716.67,22583.33,23391.67,24066.67,25616.67,26458.33,27083.33,28216.67,28175.0,28125.0,25440.28
          Other Heavy and Civil Engineering Construction,6700.0,6966.67,9250.0,8525.0,7633.33,7900.0,7650.0,8658.33,9733.33,10483.33,10975.0,11375.0,11516.67,11166.67,9864.58
        Specialty Trade Contractors,363441.67,361391.67,377475.0,414558.33,441883.33,486541.67,519041.67,541983.33,574400.0,589366.67,567000.0,587325.0,605291.67,603933.33,518629.17
"            Foundation, Structure, and Building Exterior Co",73675.0,72883.33,75416.67,83200.0,89425.0,100741.67,109858.33,119441.67,129808.33,129291.67,126175.0,129016.67,131566.67,131116.67,110533.33
          Building Equipment Contractors,147716.67,150041.67,159041.67,173750.0,184258.33,204508.33,219275.0,224475.0,234850.0,245175.0,238991.67,251225.0,261833.33,266391.67,225017.36
          Building Finishing Contractors,93541.67,89441.67,92700.0,103666.67,110183.33,119708.33,127675.0,133441.67,142225.0,146650.0,136741.67,140058.33,142266.67,137116.67,120994.44
           Other Specialty Trade Contractors,48508.33,49025.0,50316.67,53941.67,58016.67,61583.33,62233.33,64625.0,67516.67,68250.0,65091.67,67025.0,69625.0,69308.33,62084.03
      Manufacturing,1249333.33,1256175.0,1262108.33,1264383.33,1282116.67,1305041.67,1311850.0,1314558.33,1326191.67,1329475.0,1267983.33,1283133.33,1338316.67,1334191.67,1290934.72
        Durable Goods,780591.67,789350.0,793191.67,793183.33,805350.0,821966.67,824366.67,829833.33,846941.67,852091.67,822191.67,828341.67,866483.33,867991.67,826588.89
          Wood Product Manufacturing,21025.0,19875.0,20008.33,21158.33,22241.67,22800.0,23833.33,24100.0,25350.0,26058.33,25566.67,26783.33,27475.0,26308.33,23367.36
            Other Wood Product Manufacturing,15108.33,13950.0,14091.67,14575.0,15483.33,15908.33,16858.33,17091.67,18033.33,18741.67,18291.67,19066.67,19725.0,19016.67,16575.69
          Nonmetallic Mineral Product Manufacturing,28675.0,28025.0,28200.0,28908.33,30258.33,31350.0,31683.33,31975.0,32650.0,32500.0,30891.67,30716.67,31325.0,31241.67,29763.89
          Primary Metal Manufacturing,19150.0,19908.33,19958.33,19150.0,18766.67,18308.33,17391.67,17283.33,17141.67,16958.33,15925.0,15383.33,15250.0,14775.0,16427.78
          Fabricated Metal Product Manufacturing,116241.67,120566.67,124633.33,126775.0,130516.67,132775.0,130700.0,131266.67,133066.67,132908.33,124133.33,119150.0,121891.67,121066.67,121802.78
            Architectural and Structural Metals Manufacturi,26358.33,26941.67,27625.0,28066.67,30050.0,31100.0,31408.33,32133.33,33691.67,33500.0,31966.67,31475.0,33083.33,33016.67,30720.14
"            Machine Shops; Turned Product; and Screw,  Nut,",38441.67,40591.67,42041.67,42916.67,43941.67,44141.67,42850.0,43033.33,43108.33,43575.0,40491.67,38466.67,39241.67,39208.33,39652.78
            Other Fabricated Metal Product Manufacturing,15875.0,16441.67,17650.0,18258.33,17791.67,18016.67,17983.33,18116.67,18075.0,17875.0,16700.0,16016.67,16425.0,16608.33,16793.06
          Machinery Manufacturing,67975.0,70966.67,72408.33,72566.67,73158.33,74241.67,74208.33,75225.0,77358.33,77883.33,74258.33,73483.33,75808.33,75208.33,72297.92
            Industrial Machinery Manufacturing,13208.33,13800.0,14075.0,13941.67,14750.0,15725.0,16691.67,18508.33,20541.67,20833.33,20400.0,21258.33,22900.0,23033.33,18906.25
            Commercial and Service Industry Machinery Manuf,10841.67,11408.33,11550.0,11725.0,11791.67,12375.0,12383.33,12225.0,11825.0,11700.0,10325.0,9858.33,10466.67,10658.33,10834.72
            Metalworking Machinery Manufacturing,11133.33,11516.67,12083.33,12533.33,12508.33,12425.0,12008.33,12066.67,12158.33,12233.33,11391.67,10916.67,10675.0,9941.67,10606.25
            Other General Purpose Machinery Manufacturing,15800.0,16658.33,16700.0,16075.0,16133.33,16141.67,16066.67,15633.33,15508.33,15408.33,15058.33,15100.0,15941.67,16150.0,16005.56
          Computer and Electronic Product Manufacturing,272608.33,276325.0,271616.67,265158.33,265200.0,268566.67,271858.33,271691.67,276250.0,279566.67,279875.0,281816.67,297933.33,297733.33,281517.36
            Computer and Peripheral Equipment Manufacturing,56641.67,58475.0,60450.0,62741.67,64850.0,68208.33,72700.0,71033.33,74533.33,77783.33,80408.33,79941.67,84458.33,86483.33,74779.86
               Electronic Computer Manufacturing,43183.33,45016.67,46900.0,49575.0,52216.67,55950.0,60391.67,59283.33,63833.33,66600.0,69091.67,69091.67,73616.67,76100.0,63449.31
            Communications Equipment Manufacturing,27316.67,27033.33,25075.0,23433.33,21441.67,19208.33,19491.67,19400.0,18391.67,17775.0,17125.0,17175.0,17066.67,16808.33,19816.67
            Semiconductor and Other Electronic Component Ma,91808.33,95858.33,94458.33,91958.33,91541.67,90200.0,87941.67,86316.67,86458.33,83866.67,81525.0,81558.33,85100.0,85508.33,87360.42
               Bare Printed Circuit Board Manufacturing,10083.33,10000.0,9833.33,9016.67,8625.0,8466.67,8116.67,7908.33,7983.33,8050.0,7741.67,7508.33,7491.67,7666.67,8313.19
               Semiconductor and Related Device Manufacturi,50091.67,53333.33,52775.0,51258.33,50275.0,48975.0,47550.0,46233.33,45083.33,42808.33,42350.0,42758.33,45250.0,45566.67,47277.78
"            Navigational, Measuring, Electromedical, and Co",82000.0,82258.33,78833.33,75183.33,75975.0,79800.0,80858.33,83941.67,85825.0,89241.67,90308.33,92400.0,100608.33,99033.33,88720.83
"          Electrical Equipment, Appliance, and Component Ma",28116.67,28750.0,29050.0,29091.67,29741.67,30625.0,31158.33,32141.67,33033.33,32091.67,28583.33,28866.67,31683.33,33058.33,30845.83
          Transportation Equipment Manufacturing,113583.33,110275.0,110550.0,111275.0,114658.33,122383.33,122616.67,125100.0,130841.67,133933.33,130583.33,136200.0,145000.0,151108.33,135611.81
            Motor Vehicle Manufacturing,5100.0,4158.33,4666.67,4958.33,6458.33,8416.67,9700.0,13875.0,18975.0,18116.67,18850.0,27041.67,31900.0,33100.0,21420.14
            Aerospace Product and Parts Manufacturing,77950.0,76666.67,76391.67,77083.33,79083.33,81566.67,79516.67,78208.33,78933.33,81766.67,80016.67,76650.0,78708.33,83750.0,81831.25
            Ship and Boat Building,8475.0,7841.67,7600.0,7400.0,7650.0,8883.33,9416.67,8833.33,8541.67,9091.67,8991.67,9316.67,9258.33,9041.67,8338.89
          Furniture and Related Product Manufacturing,31600.0,31350.0,31358.33,32483.33,34050.0,35083.33,35950.0,35775.0,35075.0,33366.67,30258.33,30308.33,30766.67,28933.33,29586.81
            Household and Institutional Furniture and Kitch,20283.33,19791.67,20050.0,20725.0,21716.67,22516.67,22975.0,22591.67,21825.0,20041.67,17791.67,18150.0,18633.33,17208.33,18122.22
          Miscellaneous Manufacturing,81616.67,83308.33,85408.33,86616.67,86758.33,85833.33,84966.67,85275.0,86175.0,86825.0,82116.67,85633.33,89350.0,88558.33,85367.36
            Medical Equipment and Supplies Manufacturing,51266.67,53091.67,55233.33,55641.67,55750.0,54633.33,54625.0,54158.33,54425.0,55941.67,54375.0,56750.0,59233.33,58900.0,55815.28
            Other Miscellaneous Manufacturing,30350.0,30216.67,30175.0,30975.0,31008.33,31200.0,30341.67,31116.67,31750.0,30883.33,27741.67,28883.33,30116.67,29658.33,29552.08
        Non-Durable Goods,468741.67,466825.0,468916.67,471200.0,476766.67,483075.0,487483.33,484725.0,479250.0,477383.33,445791.67,454791.67,471833.33,466200.0,464345.83
          Food Manufacturing,148483.33,150866.67,151833.33,152558.33,154841.67,158408.33,161791.67,163733.33,162583.33,163600.0,155216.67,157608.33,166450.0,169341.67,163081.94
            Fruit and Vegetable Preserving and Specialty Fo,31291.67,31316.67,30741.67,29000.0,29900.0,30083.33,28700.0,28783.33,27883.33,27450.0,26433.33,27425.0,28033.33,28983.33,30487.5
            Dairy Product Manufacturing,17066.67,17366.67,17408.33,17616.67,17525.0,17708.33,18116.67,18133.33,17708.33,17433.33,17008.33,17725.0,18575.0,19041.67,18273.61
            Animal Slaughtering and Processing,21950.0,21350.0,21333.33,21808.33,21458.33,21291.67,21983.33,22075.0,22125.0,22041.67,21966.67,21725.0,23275.0,22916.67,22175.0
            Bakeries and Tortilla Manufacturing,38941.67,39941.67,40366.67,40600.0,40925.0,41683.33,43083.33,44191.67,43725.0,43091.67,38083.33,38700.0,42025.0,43866.67,42572.92
            Other Food Manufacturing,24383.33,26025.0,27133.33,28650.0,30075.0,32116.67,34116.67,34575.0,34658.33,36333.33,34775.0,35216.67,37991.67,38258.33,33947.22
          Beverage and Tobacco Product Manufacturing,42283.33,43108.33,44941.67,47416.67,50916.67,54558.33,57683.33,61266.67,63683.33,64925.0,59858.33,62816.67,67166.67,69241.67,58322.22
          Textile Mills,9175.0,8900.0,8716.67,8816.67,8366.67,8200.0,7350.0,6591.67,6175.0,5758.33,5016.67,4950.0,5116.67,4791.67,6381.25
          Textile Product Mills,9400.0,8600.0,8483.33,8758.33,8741.67,8808.33,8841.67,8675.0,8575.0,8791.67,7833.33,8325.0,8583.33,7958.33,8156.94
          Apparel Manufacturing,58991.67,56916.67,56833.33,57083.33,55083.33,51591.67,47916.67,41425.0,37216.67,34100.0,26550.0,28241.67,29600.0,26900.0,38484.03
            Apparel Knitting Mills,2116.67,1683.33,1508.33,1400.0,1400.0,1416.67,1391.67,1208.33,1000.0,966.67,725.0,800.0,708.33,650.0,1025.69
            Cut and Sew Apparel Manufacturing,54391.67,53316.67,53350.0,53616.67,51333.33,47433.33,43791.67,37516.67,33683.33,30808.33,24250.0,25591.67,26775.0,24300.0,35484.03
          Paper Manufacturing,22058.33,22208.33,21341.67,20958.33,21341.67,21850.0,22033.33,21750.0,21341.67,21275.0,20116.67,19908.33,20500.0,20216.67,20675.69
            Converted Paper Product Manufacturing,20766.67,21041.67,20250.0,19708.33,19958.33,20566.67,20733.33,20291.67,20141.67,20058.33,18983.33,18858.33,19525.0,19425.0,19768.75
          Printing and Related Support Activities,45450.0,43533.33,42591.67,42266.67,42841.67,42300.0,41250.0,40416.67,39383.33,37958.33,32466.67,31616.67,32075.0,30866.67,35290.28
          Petroleum and Coal Products Manufacturing,17200.0,16491.67,15625.0,15041.67,14391.67,13991.67,13875.0,13408.33,13025.0,12808.33,12350.0,10933.33,10675.0,10766.67,12887.5
          Chemical Manufacturing,67941.67,68316.67,70325.0,70825.0,73175.0,76066.67,79325.0,80483.33,80566.67,81550.0,81458.33,84366.67,84008.33,79891.67,75098.61
            Pharmaceutical and Medicine Manufacturing,37450.0,37383.33,38716.67,39800.0,41800.0,43941.67,46191.67,46933.33,46450.0,46200.0,46266.67,47833.33,47383.33,44533.33,41337.5
"            Soap, Cleaning Compound, and Toilet Preparation",10791.67,11041.67,11325.0,11391.67,11341.67,11658.33,11891.67,11908.33,12208.33,12750.0,12850.0,12850.0,13216.67,12983.33,12082.64
          Plastics and Rubber Products Manufacturing,44250.0,44366.67,44450.0,43775.0,44058.33,44525.0,44566.67,44225.0,43866.67,43641.67,42166.67,43016.67,44775.0,43458.33,42800.0
    Service Providing,12449216.67,12590358.33,12880808.33,13220383.33,13589533.33,13987516.67,14369516.67,14679116.67,14961541.67,15191666.67,14042133.33,14566333.33,15400066.67,15557816.67,14557000.0
    Private Service Providing,10000800.0,10185458.33,10504550.0,10846083.33,11175558.33,11524558.33,11853800.0,12124900.0,12379958.33,12594266.67,11548875.0,12096808.33,12866533.33,12954158.33,12002687.5
"      Trade, Transportation, and Utilities",2607850.0,2656883.33,2707383.33,2761150.0,2827091.67,2899758.33,2956975.0,3005691.67,3035258.33,3042400.0,2890825.0,3022550.0,3128508.33,3107075.0,2928454.86
        Wholesale Trade,630658.33,643433.33,657566.67,672383.33,684241.67,691116.67,693658.33,697041.67,699658.33,693325.0,645000.0,647333.33,665825.0,667300.0,660781.94
"          Merchant Wholesalers, Durable Goods",320283.33,328550.0,335658.33,343750.0,350150.0,354691.67,355583.33,359225.0,359183.33,357541.67,336083.33,335950.0,347041.67,349283.33,342515.97
            Motor Vehicle and Motor Vehicle Parts and Suppl,34783.33,34366.67,35291.67,36708.33,38308.33,39266.67,39366.67,40733.33,41175.0,41483.33,38666.67,38333.33,39116.67,40083.33,37804.86
            Furniture and Home Furnishing Merchant Wholesal,17133.33,17875.0,18641.67,19483.33,20091.67,20500.0,21475.0,21450.0,21758.33,21516.67,19525.0,19833.33,20075.0,18550.0,18418.75
"            Lumber and Other Construction Materials, Mercha",17591.67,17041.67,17066.67,18333.33,19508.33,20950.0,22000.0,22883.33,24208.33,24400.0,22933.33,23033.33,23250.0,23191.67,20978.47
            Professional and Commercial Equipment and Suppl,80025.0,82633.33,84833.33,86741.67,87016.67,86741.67,85933.33,84966.67,82391.67,81358.33,78050.0,76950.0,80183.33,80891.67,82129.17
            Household Appliances and Electrical and Electro,44816.67,47408.33,47491.67,48033.33,48616.67,49100.0,50716.67,52141.67,50208.33,48775.0,45141.67,43733.33,44175.0,44083.33,45813.89
"            Hardware, and Plumbing and Heating Equipment an",23800.0,24350.0,24600.0,24350.0,24816.67,25883.33,26783.33,27608.33,28691.67,29441.67,28458.33,29325.0,30500.0,30775.0,28226.39
"            Machinery, Equipment, and Supplies Merchant Who",47866.67,48208.33,49658.33,52233.33,54358.33,54900.0,54016.67,53983.33,55566.67,56200.0,54316.67,54291.67,56350.0,58400.0,54635.42
"          Merchant Wholesalers, Nondurable Goods",253775.0,256941.67,261541.67,270408.33,277508.33,282458.33,287133.33,292008.33,295208.33,291591.67,268450.0,270483.33,276816.67,277225.0,270331.25
            Paper and Paper Product Merchant Wholesalers,15475.0,15275.0,15441.67,15416.67,15358.33,15666.67,15483.33,15525.0,15208.33,14491.67,12816.67,12425.0,12433.33,12400.0,13563.89
"            Apparel, Piece Goods, and Notions Merchant Whol",31608.33,32200.0,33333.33,35700.0,38383.33,40083.33,40325.0,40316.67,40241.67,38841.67,31666.67,32983.33,33691.67,33291.67,33185.42
            Grocery and Related Product Merchant Wholesaler,96725.0,97491.67,98808.33,101158.33,103158.33,104125.0,106566.67,109108.33,110883.33,109025.0,101766.67,100958.33,106391.67,109008.33,105303.47
            Chemical and Allied Products Merchant Wholesale,12283.33,12166.67,12566.67,13150.0,13366.67,13883.33,14166.67,14433.33,14975.0,14725.0,14191.67,14058.33,14200.0,14541.67,13811.11
            Miscellaneous Nondurable Goods Merchant Wholesa,47183.33,47933.33,49766.67,50716.67,50183.33,49466.67,49341.67,49675.0,49108.33,48100.0,44200.0,45600.0,44800.0,43033.33,45148.61
          Wholesale Trade Agents and Brokers,56600.0,57941.67,60366.67,58225.0,56583.33,53966.67,50941.67,45808.33,45266.67,44191.67,40466.67,40900.0,41966.67,40791.67,47934.72
        Retail Trade,1509150.0,1537183.33,1560141.67,1582983.33,1615733.33,1648258.33,1665608.33,1673091.67,1667058.33,1640808.33,1510716.67,1581441.67,1614033.33,1609533.33,1581549.3
          Motor Vehicle and Parts Dealers,158600.0,162550.0,169325.0,176408.33,183891.67,192141.67,198716.67,202383.33,202600.0,198691.67,177025.0,183625.0,190366.67,191375.0,182197.92
            Automobile Dealers,99216.67,102975.0,107850.0,113358.33,119150.0,126300.0,131775.0,134833.33,135100.0,132166.67,114858.33,118816.67,123583.33,125258.33,118895.83
            Other Motor Vehicle Dealers,11183.33,10700.0,11116.67,11383.33,11608.33,11891.67,12391.67,12750.0,13041.67,12825.0,11408.33,12475.0,13058.33,12800.0,11699.3
"            Automotive Parts, Accessories, and Tire Retaile",48200.0,48875.0,50358.33,51666.67,53133.33,53950.0,54550.0,54800.0,54458.33,53700.0,50758.33,52333.33,53725.0,53316.67,51602.78
          Building Material and Garden Equipment and Suppli,109233.33,109816.67,114250.0,119358.33,119266.67,120400.0,122791.67,124633.33,126558.33,121850.0,129658.33,137266.67,134141.67,129741.67,122443.75
            Building Material and Supplies Dealers,99325.0,99533.33,103925.0,108666.67,108700.0,109208.33,111550.0,113058.33,115025.0,110466.67,117941.67,123941.67,120941.67,116783.33,110670.83
          Food and Beverage Retailers,332175.0,333891.67,337500.0,343283.33,354233.33,362366.67,364308.33,365508.33,363316.67,362708.33,366900.0,368141.67,371808.33,379483.33,364006.94
            Grocery and Convenience Retailers,288641.67,289741.67,292933.33,299008.33,309058.33,316575.0,318316.67,319016.67,316575.0,316233.33,324516.67,322533.33,325308.33,333666.67,319406.94
            Specialty Food Retailers,30441.67,30583.33,30241.67,29125.0,29550.0,29733.33,29641.67,29858.33,29783.33,28875.0,25825.0,27491.67,28125.0,27458.33,28053.47
"            Beer, Wine, and Liquor Retailers",13091.67,13566.67,14325.0,15150.0,15625.0,16058.33,16350.0,16633.33,16958.33,17600.0,16558.33,18116.67,18375.0,18358.33,16546.53
"          Furniture, Home Furnishings, Electronics, and App",115925.0,120033.33,116958.33,113775.0,115925.0,119533.33,122250.0,122391.67,120458.33,115358.33,101491.67,104033.33,103858.33,97183.33,102384.72
      Furniture and Home Furnishings Retailers  ,50858.33,52241.67,51358.33,51433.33,53725.0,55233.33,55875.0,56625.0,56325.0,54375.0,45491.67,50500.0,50658.33,47033.33,47893.06
            Furniture Retailers,21900.0,22091.67,21241.67,20166.67,20316.67,20391.67,21116.67,21666.67,21916.67,21333.33,18600.0,20841.67,21425.0,20633.33,20184.72
            Home Furnishings Retailers,28958.33,30150.0,30116.67,31266.67,33408.33,34841.67,34758.33,34958.33,34408.33,33041.67,26891.67,29658.33,29233.33,26400.0,27708.33
            Electronics and Appliance Retailers,65066.67,67791.67,65600.0,62341.67,62200.0,64300.0,66375.0,65766.67,64133.33,60983.33,56000.0,53533.33,53200.0,50150.0,54491.67
          General Merchandise Retailers,283908.33,294375.0,295833.33,294825.0,298983.33,309550.0,311816.67,310191.67,312683.33,311483.33,293883.33,303241.67,306525.0,305125.0,299035.42
            Department Stores,143600.0,143558.33,132666.67,125750.0,128916.67,134425.0,132041.67,127583.33,125475.0,121208.33,97158.33,100900.0,103383.33,103850.0,115849.31
"            Warehouse Clubs, Supercenters, and Other Genera",140308.33,150816.67,163166.67,169075.0,170066.67,175125.0,179775.0,182608.33,187208.33,190275.0,196725.0,202341.67,203141.67,201275.0,183186.11
          Health and Personal Care Retailers,105808.33,106475.0,109350.0,111216.67,111633.33,112975.0,117116.67,120191.67,120141.67,118816.67,108816.67,114425.0,117958.33,117433.33,113273.61
          Gasoline Stations and Fuel Dealers,53258.33,53583.33,54225.0,55833.33,57750.0,59291.67,62183.33,64208.33,65058.33,66266.67,64333.33,64200.0,65708.33,67458.33,62520.83
"          Clothing, Clothing Accessories, Shoe, and Jewelry",185483.33,192941.67,197591.67,198950.0,201233.33,198516.67,196225.0,195625.0,191183.33,182341.67,129825.0,149641.67,157925.0,159833.33,172083.33
            Clothing and Clothing Accessories Retailers,148333.33,154725.0,157783.33,157616.67,158500.0,154016.67,151075.0,150733.33,147233.33,139391.67,97450.0,113908.33,119816.67,120941.67,132146.53
"            Jewelry, Luggage, and Leather Goods Retailers",14883.33,15175.0,15941.67,16008.33,16083.33,16041.67,15991.67,15991.67,16033.33,16100.0,11950.0,13350.0,14625.0,14950.0,15257.64
"          Sporting Goods, Hobby, Musical Instrument, Book, ",164758.33,163516.67,165108.33,169333.33,172816.67,173483.33,170200.0,167958.33,165058.33,163291.67,138783.33,156866.67,165741.67,161900.0,163602.78
"            Sporting Goods, Hobby, and Musical Instrument R",56383.33,57433.33,58316.67,60075.0,61758.33,61041.67,59391.67,57741.67,55016.67,52641.67,45916.67,50800.0,52150.0,50783.33,53738.89
            Book Retailers and News Dealers,15941.67,12516.67,11225.0,10791.67,10541.67,10541.67,10308.33,9766.67,9458.33,9450.0,7150.0,9050.0,10933.33,9383.33,10293.06
"            Office Supplies, Stationery, and Gift Retailers",38100.0,37700.0,37158.33,37633.33,36716.67,35658.33,34016.67,32583.33,31358.33,30191.67,22791.67,24108.33,24900.0,24558.33,29525.69
            Used Merchandise Retailers,14458.33,15108.33,15933.33,17466.67,18825.0,19725.0,19408.33,19591.67,19425.0,19508.33,15875.0,18283.33,19441.67,19775.0,18940.97
            Other Miscellaneous Retailers,37216.67,38333.33,40016.67,40858.33,42500.0,44058.33,44816.67,45925.0,47658.33,48908.33,43750.0,49733.33,52833.33,52133.33,46718.75
"        Transportation, Warehousing, and Utilities",468041.67,476266.67,489675.0,505783.33,527116.67,560383.33,597708.33,635558.33,668541.67,708266.67,735108.33,793775.0,848650.0,830241.67,686123.61
          Utilities,57858.33,58675.0,59616.67,59183.33,58225.0,58350.0,59425.0,58191.67,56675.0,56458.33,57841.67,59691.67,61908.33,64350.0,62646.53
"            Electric Power Generation, Transmission and Dis",22333.33,22683.33,22575.0,20675.0,19216.67,19350.0,19508.33,19283.33,18516.67,18266.67,18500.0,18383.33,19566.67,21416.67,21748.61
            Natural Gas Distribution,31000.0,31225.0,32058.33,33400.0,33841.67,34066.67,34891.67,33775.0,33050.0,32983.33,34291.67,36191.67,36841.67,37300.0,35410.42
           Transportation and Warehousing,410183.33,417591.67,430058.33,446600.0,468891.67,502033.33,538283.33,577366.67,611866.67,651808.33,677266.67,734083.33,786741.67,765891.67,623477.08
            Air Transportation,41483.33,41483.33,42483.33,43741.67,44600.0,47625.0,51566.67,54758.33,56475.0,58583.33,52641.67,50341.67,53741.67,56425.0,52049.3
               Scheduled Air Transportation,38275.0,38291.67,39050.0,40275.0,41066.67,43816.67,47333.33,50175.0,51566.67,53166.67,47425.0,44708.33,47450.0,49775.0,46663.2
            Truck Transportation,99300.0,102733.33,105300.0,109683.33,113691.67,117675.0,121300.0,122825.0,128266.67,134675.0,134708.33,141116.67,150816.67,150508.33,131825.69
               General Freight Trucking,63700.0,66425.0,67800.0,70166.67,73166.67,77991.67,81275.0,82950.0,88233.33,93958.33,95091.67,99725.0,107983.33,108175.0,90379.86
               Specialized Freight Trucking,35600.0,36308.33,37500.0,39516.67,40525.0,39683.33,40025.0,39875.0,40033.33,40716.67,39616.67,41391.67,42833.33,42333.33,41445.83
          Transit and Ground Passenger Transportation,37091.67,37716.67,39083.33,39950.0,41016.67,42675.0,45208.33,46858.33,48791.67,52266.67,40016.67,38566.67,44450.0,45483.33,43538.2
            Support Activities for Transportation,75333.33,77633.33,82650.0,87116.67,91316.67,95441.67,100633.33,108566.67,110900.0,113866.67,104491.67,109441.67,116758.33,114983.33,100862.5
               Support Activities for Water Transportation,16316.67,16508.33,19358.33,19700.0,20525.0,20966.67,21900.0,22516.67,22150.0,22808.33,20925.0,22900.0,23108.33,20316.67,18684.03
               Support Activities for Road Transportation,15200.0,14183.33,14125.0,14150.0,14166.67,14708.33,15116.67,15308.33,15416.67,15466.67,15966.67,17041.67,17975.0,17675.0,16393.75
               Freight Transportation Arrangement,24233.33,24900.0,25241.67,26250.0,27725.0,29025.0,30466.67,32141.67,32550.0,33800.0,32975.0,34383.33,37441.67,36483.33,31520.83
          Couriers and Messengers,62516.67,61991.67,62475.0,63925.0,68625.0,75566.67,82300.0,88675.0,95133.33,103500.0,130491.67,145900.0,143891.67,134916.67,102919.44
          Warehousing and Storage,69283.33,70016.67,73183.33,77600.0,84283.33,98066.67,112850.0,131133.33,148225.0,165750.0,196650.0,230625.0,257416.67,243658.33,169547.22
