TITLE,2010_Average,2011_Average,2012_Average,2013_Average,2014_Average,2015_Average,2016_Average,2017_Average,2018_Average,2019_Average,2020_Average,2021_Average,2022_Average,2023_Average,2024_Average
      Manufacturing,5558.33,5541.67,5216.67,5208.33,5275.0,5416.67,5283.33,5441.67,5233.33,5150.0,4558.33,4866.67,5058.33,5091.67,5266.67
        Non-Durable Goods,4241.67,4250.0,3875.0,3825.0,3833.33,3933.33,3758.33,3933.33,3658.33,3583.33,3100.0,3383.33,3600.0,3658.33,3827.08
    Service-Providing,114766.67,114116.67,115816.67,116616.67,119391.67,122066.67,124816.67,127433.33,130958.33,133000.0,120716.67,124475.0,131041.67,133008.33,126167.36
    Private Service Providing,82141.67,82441.67,84525.0,86391.67,88841.67,90975.0,92900.0,94141.67,96483.33,98275.0,86900.0,90900.0,96608.33,98258.33,93253.47
"      Trade, Transportation & Utilities",23516.67,23908.33,24783.33,25366.67,25708.33,25966.67,26066.67,26200.0,26691.67,26608.33,24591.67,24975.0,25400.0,25500.0,24773.61
        Wholesale Trade,4941.67,4900.0,5183.33,5175.0,5350.0,5275.0,5275.0,5625.0,5908.33,5775.0,5350.0,5325.0,5541.67,5858.33,5587.5
        Retail Trade,15225.0,15650.0,15850.0,16158.33,16200.0,16433.33,16533.33,16441.67,16775.0,16758.33,15491.67,16033.33,16225.0,16233.33,15873.61
          Food and Beverage Retailers,3425.0,3641.67,3716.67,3891.67,3783.33,3725.0,3625.0,3633.33,3783.33,4033.33,4133.33,4175.0,4108.33,4191.67,4046.53
"        Transportation, Warehousing, and Utilities",3350.0,3358.33,3750.0,4033.33,4158.33,4258.33,4258.33,4133.33,4008.33,4075.0,3750.0,3616.67,3633.33,3408.33,3312.5
      Information,1683.33,1583.33,1525.0,1533.33,1400.0,1300.0,1125.0,1058.33,1008.33,1000.0,783.33,816.67,900.0,883.33,1152.08
      Financial Activities,4316.67,4125.0,4191.67,4016.67,3966.67,4100.0,4200.0,4300.0,4475.0,4400.0,4108.33,4150.0,4250.0,4116.67,4109.72
      Professional and Business Services,11491.67,11516.67,11350.0,11283.33,12133.33,12800.0,13358.33,13175.0,13975.0,14716.67,14366.67,15383.33,15533.33,14850.0,13506.25
      Private Education and Health Services,16466.67,16450.0,16808.33,17508.33,17950.0,18408.33,18750.0,19700.0,19941.67,20350.0,19816.67,20183.33,20966.67,21850.0,20531.94
        Health Care and Social Assistance,14466.67,14508.33,14800.0,15425.0,16016.67,16550.0,16758.33,17608.33,17816.67,18083.33,17750.0,18100.0,18750.0,19608.33,18051.39
      Leisure and Hospitality,20033.33,20241.67,21150.0,21858.33,22833.33,23375.0,24258.33,24516.67,25283.33,26066.67,18783.33,20541.67,24241.67,25525.0,23951.39
        Accommodation and Food Services,17925.0,18041.67,18791.67,19400.0,20308.33,20808.33,21733.33,22016.67,22700.0,23291.67,16850.0,18466.67,21650.0,22683.33,21213.89
          Accommodation,6650.0,6625.0,6700.0,6941.67,7108.33,7200.0,7525.0,7550.0,7958.33,8291.67,5416.67,5833.33,7150.0,7475.0,7277.08
          Food Services and Drinking Places,11275.0,11416.67,12091.67,12458.33,13200.0,13608.33,14208.33,14466.67,14741.67,15000.0,11433.33,12633.33,14500.0,15208.33,13936.81
      Other Services,4633.33,4616.67,4716.67,4825.0,4850.0,5025.0,5141.67,5191.67,5108.33,5133.33,4450.0,4850.0,5316.67,5533.33,5228.47
      Government,32625.0,31675.0,31291.67,30225.0,30550.0,31091.67,31916.67,33291.67,34475.0,34725.0,33816.67,33575.0,34433.33,34750.0,32913.89
        Federal Government,5800.0,5908.33,5841.67,5491.67,5183.33,5133.33,5100.0,5116.67,5075.0,5158.33,5625.0,5516.67,5266.67,5158.33,5393.75
Department of Defense,3741.67,4166.67,4250.0,3991.67,3775.0,3700.0,3700.0,3700.0,3658.33,3691.67,4041.67,4025.0,3766.67,3625.0,3760.42
        Total State and Local Government,26825.0,25766.67,25450.0,24733.33,25366.67,25958.33,26816.67,28175.0,29400.0,29566.67,28191.67,28058.33,29166.67,29591.67,27520.14
          State Government,5491.67,5600.0,5633.33,5441.67,5475.0,5691.67,5800.0,5683.33,5650.0,5658.33,5516.67,5308.33,5308.33,5400.0,5478.47
            State Government Educational Services,975.0,1058.33,1125.0,1191.67,1308.33,1441.67,1525.0,1475.0,1433.33,1483.33,1366.67,1266.67,1425.0,1475.0,1321.53
            State Government Excluding Education,4516.67,4541.67,4508.33,4250.0,4166.67,4250.0,4275.0,4208.33,4216.67,4175.0,4150.0,4041.67,3883.33,3925.0,4156.94
          Local Government,21333.33,20166.67,19816.67,19291.67,19891.67,20266.67,21016.67,22491.67,23750.0,23908.33,22675.0,22750.0,23858.33,24191.67,22041.67
            Local Government Educational Services,10650.0,10566.67,10400.0,9941.67,10216.67,10283.33,10725.0,11908.33,12933.33,12975.0,12100.0,11941.67,12916.67,12966.67,11406.25
Local Government Excluding Education,10683.33,9600.0,9416.67,9350.0,9675.0,9983.33,10291.67,10583.33,10816.67,10933.33,10575.0,10808.33,10941.67,11225.0,10635.42
            County Government,5158.33,4533.33,4475.0,4466.67,4666.67,4850.0,5050.0,5141.67,5208.33,5225.0,5241.67,5383.33,5341.67,5425.0,5116.67
            City Government,2250.0,2150.0,2125.0,2125.0,2116.67,2133.33,2166.67,2258.33,2308.33,2341.67,1933.33,1966.67,2166.67,2266.67,2255.56
            Special Districts plus Tribes,3266.67,2925.0,2816.67,2758.33,2891.67,3000.0,3075.0,3183.33,3300.0,3366.67,3400.0,3458.33,3433.33,3533.33,3263.2
