TITLE,2010_Average,2011_Average,2012_Average,2013_Average,2014_Average,2015_Average,2016_Average,2017_Average,2018_Average,2019_Average,2020_Average,2021_Average,2022_Average,2023_Average,2024_Average
"          Clothing, Clothing Accessories, Shoe, and Jewelry",1966.67,2116.67,2258.33,2258.33,2300.0,2241.67,2216.67,2150.0,1958.33,1825.0,1175.0,1475.0,1550.0,1550.0,1791.67
"        Transportation, Warehousing, and Utilities",6225.0,6408.33,6825.0,7066.67,7200.0,7533.33,8041.67,7608.33,7933.33,8741.67,8983.33,9133.33,10108.33,10816.67,9118.75
      Information,1200.0,1100.0,950.0,900.0,925.0,925.0,975.0,1000.0,1000.0,1000.0,783.33,791.67,800.0,766.67,856.25
      Financial Activities,5450.0,5400.0,5416.67,5416.67,5275.0,5166.67,5325.0,5316.67,5300.0,5291.67,5066.67,4941.67,4983.33,4858.33,5004.86
      Professional and Business Services,12491.67,12241.67,12808.33,13350.0,13750.0,14166.67,14591.67,14891.67,15383.33,15266.67,15091.67,15375.0,15200.0,14566.67,14003.47
        Administrative and Support and Waste and Remediatio,6333.33,6266.67,6700.0,7058.33,7083.33,7216.67,7466.67,7616.67,8075.0,8100.0,8116.67,8400.0,8275.0,7716.67,7361.8
      Private Education and Health Services,27791.67,27791.67,28150.0,28850.0,29916.67,30850.0,31208.33,32575.0,33633.33,34675.0,34583.33,34983.33,35550.0,37075.0,34566.67
                  Private Educational Services,1566.67,1675.0,1791.67,1825.0,1750.0,1583.33,1575.0,1541.67,1500.0,1400.0,1150.0,1233.33,1350.0,1400.0,1567.36
        Health Care and Social Assistance,26225.0,26116.67,26358.33,27025.0,28166.67,29266.67,29633.33,31033.33,32133.33,33275.0,33433.33,33750.0,34200.0,35675.0,32999.31
      Leisure and Hospitality,14558.33,14458.33,14900.0,15766.67,16941.67,17766.67,18666.67,19150.0,19275.0,19225.0,15825.0,18150.0,20491.67,20883.33,18393.75
      Other Services,5050.0,4850.0,4858.33,5000.0,5241.67,5308.33,5433.33,5733.33,5833.33,5900.0,5108.33,5525.0,5983.33,6133.33,5733.33
      Government,26241.67,25658.33,25375.0,25483.33,26100.0,26666.67,27625.0,28316.67,29525.0,30341.67,28841.67,28433.33,29808.33,31166.67,29346.53
        Federal Government,1008.33,900.0,891.67,833.33,800.0,800.0,800.0,800.0,800.0,800.0,850.0,725.0,700.0,658.33,777.78
        Total State and Local Government,25233.33,24758.33,24483.33,24650.0,25300.0,25866.67,26825.0,27516.67,28725.0,29541.67,27991.67,27708.33,29108.33,30508.33,28568.75
          State Government,1658.33,1775.0,1791.67,1758.33,1883.33,1941.67,2000.0,2058.33,2158.33,2125.0,2083.33,1966.67,2108.33,2166.67,2047.22
            State Government Educational Services,1258.33,1375.0,1400.0,1458.33,1583.33,1641.67,1700.0,1758.33,1858.33,1791.67,1783.33,1666.67,1808.33,1866.67,1722.92
            State Government Excluding Education,400.0,400.0,391.67,300.0,300.0,300.0,300.0,300.0,300.0,333.33,300.0,300.0,300.0,300.0,324.31
          Local Government,23575.0,22983.33,22691.67,22891.67,23416.67,23925.0,24825.0,25458.33,26566.67,27416.67,25908.33,25741.67,27000.0,28341.67,26521.53
                 Local Government Educational Services,14408.33,14400.0,14158.33,14283.33,14675.0,14833.33,15541.67,16200.0,17241.67,18066.67,17016.67,16908.33,18008.33,19091.67,17327.08
              Local Government excluding Educational Service,9166.67,8583.33,8533.33,8608.33,8741.67,9091.67,9283.33,9258.33,9325.0,9350.0,8891.67,8833.33,8991.67,9250.0,9194.44
            County Government,4883.33,4400.0,4350.0,4366.67,4491.67,4758.33,4850.0,4800.0,4825.0,4841.67,4683.33,4641.67,4700.0,4783.33,4774.31
            City Government,2441.67,2366.67,2375.0,2408.33,2416.67,2466.67,2533.33,2525.0,2541.67,2600.0,2316.67,2341.67,2441.67,2600.0,2600.69
            Special Districts plus Tribes,1850.0,1808.33,1808.33,1833.33,1833.33,1866.67,1900.0,1933.33,1958.33,1908.33,1891.67,1850.0,1850.0,1875.0,1819.44
